"date";"open";"high";"low";"close";"volume";"adjusted"
2010-04-23;101,580002;104,199997;100,43;103,989998;357500;77,324333
2010-04-26;104,25;106,470001;104,25;105,169998;457500;78,201759
2010-04-27;104,68;105,769997;102,699997;102,800003;461500;76,439491
2010-04-28;103,68;104,889999;103,199997;104;271600;77,331772
2010-04-29;104,860001;110,220001;104,849998;109,760002;552800;81,614777
2010-04-30;109,43;110,019997;105,610001;105,82;370700;78,685081
2010-05-03;106,400002;110,849998;106,400002;110,239998;471200;81,971687
2010-05-04;108,510002;113,029999;108,510002;110,940002;766700;82,492188
2010-05-05;109,989998;112,32;109,099998;110;530000;81,793221
2010-05-06;110,220001;111,440002;94,57;105,089996;925200;78,142265
2010-05-07;105,559998;107,629997;102,07;102,550003;845400;76,253601
2010-05-10;106,230003;108,620003;104,32;108,599998;920400;80,752243
2010-05-11;106,669998;111,040001;106,669998;109,459999;570500;81,391708
2010-05-12;109,900002;111,459999;109,769997;111,150002;452400;82,648346
2010-05-13;111,099998;111,449997;108,760002;109,309998;398500;81,280167
2010-05-14;108,07;109,099998;106,18;107,050003;443800;79,59967
2010-05-17;107,550003;109,029999;105,110001;108,940002;641000;81,00502
2010-05-18;110,230003;110,68;107,080002;107,209999;574800;79,718651
2010-05-19;106,720001;108,620003;104,809998;106,650002;529000;79,302238
2010-05-20;105,07;105,669998;101,309998;101,330002;726200;75,346436
2010-05-21;100,050003;105,940002;98,68;105,050003;705700;78,112518
2010-05-24;104,779999;105,919998;102,849998;102,860001;439500;76,484077
2010-05-25;101,739998;103,160004;99,790001;103,029999;872400;76,610512
2010-05-26;104,459999;105,919998;102,639999;103,099998;603300;76,662552
2010-05-27;105,330002;107,900002;104,32;107,650002;611300;80,04583
2010-05-28;107,160004;108,5;105,220001;105,230003;415700;78,246407
2010-06-01;104,470001;104,970001;101,879997;102,029999;654800;75,866959
2010-06-02;102,269997;103,339996;100,18;103,279999;845700;76,796417
2010-06-03;103,220001;103,989998;101,900002;102,639999;335200;76,320526
2010-06-04;100,910004;101,160004;96,370003;96,739998;651700;71,933418
2010-06-07;97,739998;100,080002;97,019997;97,57;501900;72,550568
2010-06-08;98,07;99,550003;95,489998;99,25;519600;73,799797
2010-06-09;100,269997;104,160004;100,269997;101,980003;724000;75,829742
2010-06-10;103,410004;105,760002;102,550003;105,580002;582900;78,506607
2010-06-11;104,709999;106,879997;103,889999;106,559998;333300;79,235329
2010-06-14;107,510002;108,760002;105,410004;106,82;622900;79,42865
2010-06-15;107,25;108,25;106,519997;108,25;368700;80,491974
2010-06-16;107,190002;108,349998;107,099998;107,949997;287700;80,268883
2010-06-17;107,980003;108,339996;106,93;107,900002;155100;80,231705
2010-06-18;107,919998;108,489998;107,32;108,110001;408400;80,387863
2010-06-21;108,989998;109,650002;106,889999;107,279999;233900;79,770714
2010-06-22;107,690002;107,989998;103,199997;103,25;400300;76,774078
2010-06-23;103,660004;104,980003;101,730003;103,620003;264700;77,04921
2010-06-24;103,150002;103,769997;100,790001;101,099998;224800;75,175392
2010-06-25;101,580002;105,389999;101,040001;105,389999;631000;78,365349
2010-06-28;104,260002;104,800003;103,089996;103,860001;280300;77,991745
2010-06-29;102,339996;102,620003;99,559998;99,82;508400;74,957985
2010-06-30;99,870003;101,300003;97,470001;97,540001;623000;73,245865
2010-07-01;97,540001;98,300003;94,790001;96,839996;357500;72,720215
2010-07-02;96,900002;97,470001;94,510002;95,080002;418600;71,39859
2010-07-06;96,699997;97,610001;92,620003;93,470001;476900;70,189552
2010-07-07;93,809998;99,230003;93,480003;99,230003;400300;74,514938
2010-07-08;100,75;103,18;99,910004;101,849998;525500;76,482384
2010-07-09;101,629997;103,720001;101,43;103,32;249300;77,586266
2010-07-12;102,900002;103,879997;102,040001;103,300003;170900;77,571236
2010-07-13;104,419998;105,75;103,989998;105,580002;274300;79,283371
2010-07-14;105,230003;105,540001;103,290001;104,040001;223100;78,126923
2010-07-15;104,82;104,82;101,57;104,150002;263900;78,209549
2010-07-16;103,68;104,089996;100,480003;100,959999;336300;75,814049
2010-07-19;101,349998;103,300003;99,699997;102,760002;285900;77,165741
2010-07-20;100,25;103,419998;100;103,379997;386500;77,631302
2010-07-21;103,699997;104,169998;100,550003;100,910004;287900;75,776512
2010-07-22;102,129997;104,730003;102,099998;104,550003;499200;78,509895
2010-07-23;103,830002;104,650002;102,040001;104,629997;367900;78,569962
2010-07-26;104,779999;106,870003;104,010002;106,599998;494300;80,049324
2010-07-27;107,43;107,989998;105,910004;107,339996;256200;80,605011
2010-07-28;107,169998;108,160004;105,919998;107,029999;332700;80,372208
2010-07-29;107,739998;108,120003;103,529999;104,639999;614400;78,577477
2010-07-30;103,379997;106,099998;103,110001;105,110001;287400;78,93042
2010-08-02;106,739998;108,209999;106,339996;108;347900;81,100609
2010-08-03;108,220001;108,220001;106,5;107,110001;296100;80,432289
2010-08-04;107,169998;107,540001;104,959999;107,050003;610700;80,387215
2010-08-05;106,830002;108,25;106,230003;106,370003;299400;79,876602
2010-08-06;105,290001;106,309998;103,959999;106,040001;289600;79,628769
2010-08-09;106,470001;107,519997;105,790001;107,269997;359100;80,552444
2010-08-10;106,25;108;105,900002;106,769997;216600;80,176987
2010-08-11;105,5;105,629997;103,029999;103,849998;258800;77,984245
2010-08-12;102,18;103,809998;101,800003;102,559998;199900;77,015533
2010-08-13;102,269997;103,419998;102,010002;102,580002;217400;77,030548
2010-08-16;101,809998;103,410004;100,57;101,660004;209000;76,339706
2010-08-17;102,690002;104,959999;102,360001;104,190002;236300;78,239555
2010-08-18;104,300003;105,309998;103,309998;104,209999;141500;78,25457
2010-08-19;103,709999;104,050003;101,970001;102,419998;243900;76,910408
2010-08-20;101,889999;102,629997;101,459999;102,510002;140800;76,977997
2010-08-23;102,870003;103,550003;101,949997;101,949997;171400;76,557472
2010-08-24;100,669998;102,599998;100,269997;102,07;268800;76,647591
2010-08-25;101,32;104,139999;101,160004;103,860001;195700;77,991745
2010-08-26;104,230003;105,330002;102,989998;103,550003;226100;77,758965
2010-08-27;104,32;105,529999;102,089996;105,019997;301400;78,862831
2010-08-30;104,440002;105,760002;103,239998;103,300003;160000;77,571236
2010-08-31;103,050003;105,860001;102,610001;105,769997;358700;79,426033
2010-09-01;107,580002;109,139999;106,860001;109,120003;412300;81,941658
2010-09-02;108,870003;109,870003;108,510002;109,82;277700;82,467293
2010-09-03;110,5;111,059998;109,599998;110,660004;285600;83,098106
2010-09-07;110,099998;111,290001;109,660004;109,970001;217300;82,579956
2010-09-08;110,349998;110,790001;108,769997;108,970001;269300;81,829002
2010-09-09;110,43;110,43;108,010002;108,400002;192100;81,400986
2010-09-10;108,900002;109,699997;108,309998;109,489998;212800;82,21949
2010-09-13;110,279999;111,18;109,93;110,93;299800;83,300865
2010-09-14;110,599998;110,889999;109,68;109,830002;218900;82,474815
2010-09-15;109,25;110,889999;109,160004;110,379997;323100;82,887817
2010-09-16;110,139999;111,040001;109,489998;109,5;135100;82,227005
2010-09-17;110;110,949997;109,370003;110,75;281800;83,165657
2010-09-20;110,889999;115,080002;110,889999;114,720001;366600;86,146889
2010-09-21;114,760002;114,760002;111,900002;111,949997;207200;84,066811
2010-09-22;111,599998;112,82;110,379997;110,629997;205000;83,075577
2010-09-23;109,419998;110,489998;107,660004;107,660004;321200;80,845291
2010-09-24;109,410004;110,849998;109,059998;110,57;216800;83,030487
2010-09-27;110,800003;110,800003;107,790001;108,599998;195200;81,551186
2010-09-28;108,230003;108,459999;106,379997;108,230003;325500;82,053436
2010-09-29;108,029999;108,739998;107;108,489998;334600;82,250542
2010-09-30;109,349998;111,040001;108,900002;109,440002;610200;82,970787
2010-10-01;110,629997;110,629997;107,599998;109,080002;267200;82,697845
2010-10-04;108,75;109,800003;108,559998;109,690002;333300;83,160324
2010-10-05;110,339996;110,599998;109,099998;110,599998;248400;83,850235
2010-10-06;110,110001;110,75;108,809998;109,470001;211300;82,993568
2010-10-07;109,870003;110,339996;109,419998;109,860001;188400;83,289215
2010-10-08;110,089996;110,32;109,129997;109,809998;85200;83,251297
2010-10-11;110,089996;110,349998;109,699997;110,059998;127700;83,440834
2010-10-12;110,370003;111,809998;109,970001;111,480003;218700;84,51741
2010-10-13;112,139999;112,790001;111,43;112,019997;174300;84,926796
2010-10-14;111,599998;112,57;111;111,599998;122700;84,608368
2010-10-15;112,279999;113,050003;111,279999;111,32;132100;84,396072
2010-10-18;111,32;112,93;111,32;112,919998;145100;85,609116
2010-10-19;110,970001;113,540001;110,959999;112,720001;284800;85,457489
2010-10-20;113,099998;116,18;113,099998;115,169998;342800;87,314934
2010-10-21;115,540001;116,199997;114,989998;115,57;171500;87,618187
2010-10-22;115,720001;115,940002;114,629997;115,760002;246000;87,762222
2010-10-25;116,199997;116,989998;115,739998;116,059998;195900;87,989693
2010-10-26;115,389999;115,739998;114,400002;114,769997;242800;87,011696
2010-10-27;114,110001;114,709999;113,43;113,970001;247900;86,405159
2010-10-28;114,440002;114,519997;111,860001;112,650002;341300;85,404449
2010-10-29;112,279999;113,57;112,279999;112,959999;139700;85,639435
2010-11-01;113,449997;115,029999;113,059998;113,629997;161200;86,147369
2010-11-02;114,190002;114,610001;113,040001;113,550003;183800;86,086746
2010-11-03;113,650002;114,5;112,75;113,360001;198600;85,942696
2010-11-04;113,610001;116,059998;112,360001;116,050003;209100;87,982101
2010-11-05;116,010002;117,120003;114,360001;116,940002;288100;88,656853
2010-11-08;116,650002;116,660004;114,260002;115,239998;193600;87,367996
2010-11-09;115,68;115,68;109,379997;110,029999;396200;83,418098
2010-11-10;110,309998;112,32;110,309998;112,110001;238900;84,995026
2010-11-11;111,419998;112,68;110,839996;112,040001;171100;84,941948
2010-11-12;111,360001;112,790001;110,910004;111,239998;208400;84,335434
2010-11-15;111,470001;113,300003;110,879997;110,910004;274200;84,085251
2010-11-16;110,32;110,470001;105,599998;106,82;400200;80,984467
2010-11-17;107,089996;108,510002;106,080002;107,690002;227900;81,644035
2010-11-18;109,190002;109,419998;108,129997;108,639999;235000;82,364288
2010-11-19;108,440002;109,190002;107,339996;108,910004;195500;82,568985
2010-11-22;108,459999;109,889999;108,199997;109,190002;334500;82,78125
2010-11-23;107,900002;108,949997;107,760002;108,400002;207500;82,182304
2010-11-24;109,370003;110,949997;109,370003;110,339996;199900;83,653114
2010-11-26;109,440002;110,400002;109,400002;109,760002;65700;83,213364
2010-11-29;109,279999;110,900002;108,989998;110,550003;230100;83,812347
2010-11-30;109,330002;111,769997;109,330002;110,839996;449500;84,032188
2010-12-01;112,779999;113,480003;111,709999;113,209999;437500;85,828979
2010-12-02;113,449997;114,459999;113,449997;114,220001;483400;86,594673
2010-12-03;113,910004;114,519997;113,019997;113,980003;223900;86,412773
2010-12-06;113,660004;114,940002;113,32;114,370003;328100;86,708397
2010-12-07;115,5;116,230003;114,620003;115,059998;319400;87,231544
2010-12-08;115,150002;115,470001;112,129997;112,650002;160700;85,404449
2010-12-09;113,18;113,25;110,120003;110,459999;400100;83,744102
2010-12-10;110,599998;113,669998;110,599998;112,730003;186900;85,465065
2010-12-13;112,959999;113,580002;112,389999;113,199997;141300;85,821381
2010-12-14;113,050003;114,300003;111,720001;111,989998;233000;84,904045
2010-12-15;111,970001;112,650002;110,580002;110,589996;262800;83,842659
2010-12-16;110,919998;111,190002;109,830002;110,550003;179000;83,812347
2010-12-17;110,660004;111,169998;109,980003;110,169998;595200;83,524223
2010-12-20;110,480003;111,709999;110,150002;111,489998;277200;84,524986
2010-12-21;111,730003;113,160004;111,400002;113,029999;230400;85,692513
2010-12-22;113,010002;114,879997;112,699997;114,040001;272900;86,458221
2010-12-23;114,059998;115,150002;113,489998;113,580002;196500;86,109489
2010-12-27;113,260002;115,150002;113,260002;114,949997;111000;87,148155
2010-12-28;115,230003;115,519997;114,370003;115,209999;166500;87,345268
2010-12-29;115,599998;115,68;114,389999;114,900002;134600;87,110229
2010-12-30;114,190002;114,75;113,650002;114,150002;140600;87,326324
2010-12-31;114,110001;115,120003;114;114,220001;116300;87,379875
2011-01-03;115;117,339996;114,510002;117,190002;381700;89,651978
2011-01-04;118,540001;118,540001;114,959999;115,300003;377400;88,2061
2011-01-05;115,129997;116,849998;115,010002;116,099998;395900;88,818123
2011-01-06;116,980003;117,370003;115,290001;115,370003;329600;88,259666
2011-01-07;115,669998;116,410004;113,400002;113,660004;279300;86,951454
2011-01-10;113,610001;114,57;112,559998;113,360001;321500;86,721985
2011-01-11;113,849998;114,099998;112,339996;113,199997;148000;86,599571
2011-01-12;114,300003;114,449997;113,309998;113,849998;221800;87,09684
2011-01-13;114,010002;114,260002;112,739998;113,239998;293100;86,63018
2011-01-14;113,279999;113,839996;112,900002;113,589996;230800;86,897926
2011-01-18;113,709999;115,220001;112,959999;114,709999;493900;87,754761
2011-01-19;113,379997;113,919998;111,769997;112,330002;393400;85,934021
2011-01-20;112,07;113,260002;110,279999;110,769997;521200;84,740601
2011-01-21;111,879997;111,879997;110,139999;111,080002;269300;84,977737
2011-01-24;110,980003;113,879997;110,980003;113,360001;280600;86,721985
2011-01-25;112,779999;115,480003;112,400002;115,459999;319500;88,328522
2011-01-26;115,879997;116,080002;114,440002;115,489998;189300;88,351456
2011-01-27;115,809998;116,919998;114,800003;116,470001;278000;89,101181
2011-01-28;116,279999;116,860001;114,459999;114,660004;210500;87,716484
2011-01-31;115,18;116,610001;114,980003;116;289100;88,741615
2011-02-01;116,849998;116,849998;114,57;115,989998;236100;88,733963
2011-02-02;115,599998;116,769997;115,43;115,519997;191500;88,374405
2011-02-03;115,260002;117,120003;115,260002;117;200700;89,506622
2011-02-04;115,580002;115,580002;109,980003;112,519997;698200;86,079369
2011-02-07;112,779999;114;112,610001;113,870003;337400;87,112144
2011-02-08;113,639999;114,160004;113,589996;114,129997;264800;87,311043
2011-02-09;113,970001;115,550003;113,769997;115,32;222200;88,221405
2011-02-10;115,059998;116,040001;114,629997;115,660004;244000;88,481506
2011-02-11;115,470001;116,029999;114,290001;115,900002;269000;88,665123
2011-02-14;116;116,639999;114,980003;116,540001;158300;89,154747
2011-02-15;115,089996;117,209999;114,900002;116,419998;353600;89,062912
2011-02-16;117,080002;117,75;115,269997;116,139999;225900;88,848724
2011-02-17;116,190002;116,75;114,980003;115,720001;215400;88,527412
2011-02-18;116,040001;117,419998;116,040001;117,139999;236800;89,613754
2011-02-22;117,25;118,769997;116,769997;117,720001;569000;90,057457
2011-02-23;117,580002;118,330002;116,669998;117,5;349700;89,889145
2011-02-24;117,309998;117,940002;116,639999;117,510002;392500;89,89679
2011-02-25;117,839996;121,309998;117,839996;121,099998;599900;92,643188
2011-02-28;122,07;124,07;120,900002;123,779999;480800;94,69342
2011-03-01;123,709999;123,779999;120,349998;120,379997;365300;92,092369
2011-03-02;120,489998;121,150002;118,190002;118,300003;407500;90,501144
2011-03-03;119,620003;120,339996;118,489998;118,870003;545600;90,93721
2011-03-04;119,290001;119,370003;117,269997;118,019997;443800;90,286949
2011-03-07;118,610001;118,949997;116,620003;116,75;382600;89,315376
2011-03-08;117,260002;119,709999;116,660004;118,860001;323600;90,929565
2011-03-09;118,279999;119,370003;117,699997;118,800003;190800;90,883667
2011-03-10;117,910004;118,379997;117,160004;117,330002;192000;89,759094
2011-03-11;116,830002;119,589996;116,599998;119,300003;236300;91,266167
2011-03-14;118,480003;119,43;118,029999;118,889999;257200;90,952499
2011-03-15;114,860001;120,669998;114,830002;119,800003;461300;91,648682
2011-03-16;119,519997;119,75;118,290001;119,099998;388500;91,113167
2011-03-17;120,589996;120,849998;119,209999;120,440002;321900;92,13826
2011-03-18;121,239998;122,760002;120,690002;121,040001;453500;92,597275
2011-03-21;122,730003;123,150002;121,440002;121,510002;207900;92,956863
2011-03-22;121,860001;122,07;120,809998;121,120003;201200;92,658501
2011-03-23;121,309998;121,540001;118,779999;119,709999;253900;91,579803
2011-03-24;120,339996;120,760002;118,620003;120,269997;153000;92,008217
2011-03-25;120,419998;122,650002;120,089996;122,050003;165500;93,369965
2011-03-28;122,330002;122,389999;121,279999;121,550003;120600;92,987457
2011-03-29;120,75;121,150002;118,849998;120,769997;242500;93,18808
2011-03-30;121,209999;122,459999;120,589996;122,019997;202500;94,152565
2011-03-31;121,919998;124,410004;121,919998;124;246500;95,680374
2011-04-01;124,32;125,730003;124,120003;124,949997;295600;96,413429
2011-04-04;125,220001;125,57;124,559998;125,07;148400;96,506012
2011-04-05;125,059998;126,360001;124,540001;125,800003;298200;97,069321
2011-04-06;125,959999;126,349998;125,330002;125,800003;186200;97,069321
2011-04-07;126,07;126,239998;124,68;125,160004;199400;96,575478
2011-04-08;125,830002;125,860001;124,550003;125,059998;259100;96,498291
2011-04-11;125,260002;126,290001;124,190002;124,959999;226300;96,421135
2011-04-12;124,360001;125,349998;123,779999;123,809998;248700;95,533768
2011-04-13;124,199997;124,68;123,300003;123,489998;212500;95,28688
2011-04-14;123,239998;124,300003;122,669998;123,879997;834500;95,587807
2011-04-15;124,32;126,620003;123,650002;126,599998;737800;97,686584
2011-04-18;124,889999;126,129997;124,589996;125,629997;295200;96,938087
2011-04-19;126;126,919998;125,639999;126,839996;193400;97,871773
2011-04-20;128,020004;128,419998;126,720001;128,270004;215400;98,975197
2011-04-21;128,449997;129,139999;127,349998;129,089996;199200;99,607903
2011-04-25;128,880005;131,190002;128,880005;131;187900;101,081688
2011-04-26;131,130005;132,839996;130,580002;132,679993;213800;102,378029
2011-04-27;132,669998;133,919998;132,220001;133,899994;241300;103,319374
2011-04-28;133,929993;137,399994;133,929993;137,029999;268800;105,734535
2011-04-29;137,089996;137,089996;134,979996;135,479996;440000;104,538551
2011-05-02;136,350006;136,789993;134,910004;135,520004;245000;104,56942
2011-05-03;135,070007;136,229996;133,440002;134,5;265000;103,782349
2011-05-04;134,100006;135,070007;133,320007;133,410004;246000;102,941277
2011-05-05;133,139999;134,960007;132,820007;133,75;404900;103,203636
2011-05-06;134,039993;134,559998;132,229996;132,970001;373800;102,601784
2011-05-09;133,169998;134,389999;132,509995;134,020004;290000;103,411972
2011-05-10;134,490005;136,839996;134,199997;136,639999;310900;105,433617
2011-05-11;136,25;136,5;134,720001;134,759995;242000;103,982964
2011-05-12;134,470001;134,759995;133,240005;134,089996;173000;103,466011
2011-05-13;134,389999;134,389999;132,839996;133,630005;160300;103,111031
2011-05-16;133,229996;134,889999;132,639999;133,649994;170900;103,12645
2011-05-17;132,949997;134,440002;132,460007;134,440002;211800;103,736061
2011-05-18;134,710007;135,369995;133,330002;134,600006;377600;103,859512
2011-05-19;134,570007;135,160004;134,179993;134,899994;344000;104,090988
2011-05-20;134,330002;134,729996;132,369995;132,720001;349100;102,408875
2011-05-23;131,199997;133,059998;131;131,240005;437900;101,266907
2011-05-24;131,759995;132,529999;131,369995;132,190002;252700;101,999901
2011-05-25;132,570007;133,899994;131,779999;133,389999;289500;102,925842
2011-05-26;133,309998;134,660004;132,539993;134,600006;238800;103,859512
2011-05-27;134,5;135,199997;134,169998;134,960007;158100;104,137299
2011-05-31;136,149994;137,899994;135,600006;137,610001;397800;106,182076
2011-06-01;137,350006;137,529999;133,770004;134,050003;326700;103,435143
2011-06-02;134,119995;135,300003;133,529999;133,600006;236900;103,087906
2011-06-03;132,220001;136,729996;132,220001;135,619995;324800;104,646545
2011-06-06;135,669998;135,820007;134,449997;134,770004;362600;103,990692
2011-06-07;135,789993;137,990005;134,75;137,169998;387100;105,842575
2011-06-08;136,990005;138,309998;136,449997;136,529999;258200;105,34874
2011-06-09;137,179993;137,210007;134,860001;136,259995;211300;105,140381
2011-06-10;136,029999;136,259995;133,300003;133,509995;334500;103,018448
2011-06-13;133,610001;134,910004;132,710007;133,339996;168600;102,887299
2011-06-14;134,869995;135,75;134,240005;135,050003;289000;104,206749
2011-06-15;133,860001;134,729996;131,479996;132,279999;314100;102,069374
2011-06-16;132,570007;133,770004;131,229996;133,119995;351700;102,717522
2011-06-17;134,630005;134,789993;132,919998;134,600006;390400;103,859512
2011-06-20;134,279999;137,300003;133,919998;136,289993;410400;105,163559
2011-06-21;136,660004;137,800003;136,320007;137,710007;3e+05;106,259277
2011-06-22;136,449997;137,589996;135,580002;135,800003;331300;104,785461
2011-06-23;133,929993;134,009995;131,889999;133,149994;393600;102,740662
2011-06-24;133,139999;134,399994;133,029999;133,960007;365000;103,3657
2011-06-27;134,100006;134,600006;132,990005;133,289993;169000;102,848701
2011-06-28;132,770004;133,729996;131,710007;133,729996;230600;103,999672
2011-06-29;134,279999;134,729996;133,5;134,229996;214400;104,388496
2011-06-30;134,199997;135,509995;133,839996;135,289993;364700;105,21286
2011-07-01;135,520004;137,889999;135,160004;137,589996;217800;107,001541
2011-07-05;137,770004;139,089996;136,789993;138,929993;201300;108,043633
2011-07-06;138,669998;141,809998;138,070007;141,539993;228900;110,073357
2011-07-07;142,820007;143,139999;141,979996;142,809998;189200;111,061058
2011-07-08;141,039993;143,070007;140,899994;143;180700;111,208817
2011-07-11;142,270004;142,509995;140,789993;141,940002;230100;110,38446
2011-07-12;141,869995;144,770004;141,570007;142,259995;219300;110,633324
2011-07-13;142,899994;143,020004;139,889999;139,970001;285300;108,852417
2011-07-14;140,389999;140,669998;138,179993;138,830002;250100;107,965874
2011-07-15;139,300003;140,259995;138,429993;139,979996;279300;108,860184
2011-07-18;139,830002;140;138,050003;139,440002;236000;108,440224
2011-07-19;140,470001;141,669998;140,059998;141,199997;289200;109,808968
2011-07-20;141,470001;142,970001;141,089996;142,5;309200;110,819969
2011-07-21;143,25;144,25;142,339996;142,779999;278100;111,037712
2011-07-22;143,139999;143,820007;142,529999;143,490005;190500;111,589851
2011-07-25;142,320007;144,240005;141,470001;142,880005;152900;111,115479
2011-07-26;143;144,059998;141,860001;142,889999;151000;111,123245
2011-07-27;142,050003;142,479996;138,929993;139,070007;283700;108,152527
2011-07-28;138,289993;140,070007;137,369995;138,360001;213900;107,600334
2011-07-29;137,339996;140,820007;135,649994;140,360001;280900;109,155693
2011-08-01;141,350006;142,25;139,550003;141,419998;391400;109,980064
2011-08-02;140,850006;141,699997;138,25;139,009995;396500;108,105858
2011-08-03;138,880005;138,880005;134,119995;136,740005;411200;106,340485
2011-08-04;133,100006;135,539993;129,869995;129,889999;396300;101,013367
2011-08-05;131,130005;131,130005;124,75;127,32;612500;99,014694
2011-08-08;119,150002;126;119,150002;120,75;749100;93,90535
2011-08-09;121,93;131,990005;121,050003;131,649994;882000;102,382095
2011-08-10;129,830002;137,220001;129,240005;130,800003;655900;101,721069
2011-08-11;131,779999;140,440002;130,809998;138,240005;434300;107,507034
