"date";"open";"high";"low";"close";"volume";"adjusted"
2010-02-24;17,886065;18,064972;17,791903;18,048494;2009300;10,351474
2010-02-25;17,831921;18,192091;17,831921;18,187382;2573400;10,431133
2010-02-26;18,126177;18,29096;18,050848;18,215631;3190200;10,447336
2010-03-01;18,227402;18,356874;18,14501;18,352165;2944200;10,52564
2010-03-02;18,361582;18,420433;18,309793;18,380415;3227200;10,541842
2010-03-03;18,378059;18,38983;18,239172;18,326271;3496500;10,510795
2010-03-04;18,45339;18,45339;18,227402;18,354519;2511400;10,526993
2010-03-05;18,307438;18,589924;18,236816;18,545198;2852900;10,995802
2010-03-08;18,566383;18,832392;18,556969;18,832392;3272200;11,166077
2010-03-09;18,782957;18,832392;18,719397;18,77354;3044100;11,131189
2010-03-10;18,740583;18,830038;18,674671;18,820621;2725900;11,159105
2010-03-11;18,740583;18,787664;18,568739;18,785311;2539000;11,138171
2010-03-12;18,825329;18,832392;18,608757;18,745293;2040700;11,11444
2010-03-15;18,679379;18,797081;18,582863;18,764124;3716100;11,125607
2010-03-16;18,801788;18,832392;18,693502;18,804144;2261600;11,149338
2010-03-17;18,820621;18,978342;18,811205;18,9242;3631100;11,220517
2010-03-18;18,91243;19,056026;18,667608;18,799435;3908100;11,14654
2010-03-19;18,764124;18,888889;18,717043;18,764124;4544500;11,125607
2010-03-22;18,660545;19,023069;18,601694;18,879473;3626500;11,193997
2010-03-23;18,893597;19,065443;18,837099;19,065443;3263700;11,304263
2010-03-24;18,966572;19,041903;18,787664;18,811205;3288300;11,153521
2010-03-25;18,964218;19,04661;18,700565;18,705273;4473100;11,090713
2010-03-26;18,785311;19,04661;18,740583;18,952448;5290400;11,237267
2010-03-29;19,037193;19,037193;18,768833;18,928907;2883900;11,223306
2010-03-30;18,957157;19,016008;18,801788;18,818268;2576400;11,157708
2010-03-31;18,764124;18,966572;18,742937;18,867702;2631600;11,187019
2010-04-01;18,971281;19,114878;18,954802;19,072504;2059000;11,308452
2010-04-05;19,114878;19,427965;19,088984;19,307909;2828300;11,448025
2010-04-06;19,249058;19,496233;19,218456;19,423258;2550000;11,516418
2010-04-07;19,385593;19,508003;19,289078;19,333805;3165100;11,46338
2010-04-08;19,317326;19,352636;19,159605;19,322035;2529600;11,456405
2010-04-09;19,672787;19,710451;19,312618;19,693974;4716100;11,676933
2010-04-12;19,790489;19,844633;19,670433;19,752825;2914500;11,711823
2010-04-13;19,724577;19,87759;19,550377;19,832863;2288300;11,759284
2010-04-14;19,887005;19,891714;19,510357;19,70339;5533800;11,682516
2010-04-15;19,63983;19,748117;19,543314;19,70339;2160500;11,682516
2010-04-16;19,611582;19,788136;19,376177;19,425611;2768400;11,517817
2010-04-19;19,373823;19,576271;19,279661;19,449152;2962500;11,531772
2010-04-20;19,496233;19,677496;19,456215;19,670433;2035600;11,662973
2010-04-21;19,696327;19,87759;19,649246;19,84934;2236100;11,769053
2010-04-22;19,764595;20,468456;19,705744;20,442562;5680000;12,120783
2010-04-23;20,383711;20,475517;20,230698;20,400188;4313400;12,095662
2010-04-26;20,367231;20,661488;20,317797;20,541431;3124400;12,179407
2010-04-27;20,456686;20,475517;20,075329;20,124765;4378800;11,932355
2010-04-28;20,197741;20,454332;20,028248;20,164783;2807900;11,956084
2010-04-29;20,32015;20,541431;20,197741;20,508474;2123100;12,159868
2010-04-30;20,906309;21,005178;20,341337;20,343691;6126400;12,062164
2010-05-03;20,388418;20,635593;20,214218;20,263653;4790400;12,014706
2010-05-04;19,983522;20,096516;19,717514;19,774012;3928900;11,724388
2010-05-05;19,635122;19,84934;19,482109;19,602165;5331600;11,622494
2010-05-06;19,543314;19,656309;17,791903;18,945387;5833700;11,233078
2010-05-07;18,844162;19,08663;18,338041;18,571093;5733500;11,011155
2010-05-10;19,425611;19,644539;19,223164;19,564501;4489200;11,600165
2010-05-11;19,291431;19,938795;19,241997;19,623352;4241200;11,635056
2010-05-12;19,63983;19,981167;19,606874;19,894068;3363900;11,795573
2010-05-13;19,948212;19,981167;19,573917;19,618645;3213100;11,632268
2010-05-14;19,491526;19,576271;19,11017;19,260828;3966300;11,420113
2010-05-17;19,286724;19,298494;18,771187;19,185499;3495200;11,375445
2010-05-18;19,387947;19,555084;19,004238;19,008945;4190200;11,270765
2010-05-19;18,89595;19,027779;18,552259;18,825329;4742000;11,161897
2010-05-20;18,420433;18,486347;17,954332;18,100283;5195700;10,731999
2010-05-21;17,803673;18,556969;17,660076;18,335688;4356300;10,871578
2010-05-24;18,342749;18,46516;18,182674;18,208569;2333400;10,796205
2010-05-25;17,871941;18,182674;17,636536;18,135593;9061400;10,752939
2010-05-26;18,293314;18,356874;17,876648;17,911959;7145500;10,620342
2010-05-27;18,232109;18,330978;18,076742;18,321564;8028200;10,863205
2010-05-28;18,335688;18,474577;18,088512;18,208569;4142200;10,796205
2010-06-01;18,074389;18,321564;17,83663;17,850754;3473100;10,584051
2010-06-02;17,893126;18,361582;17,725988;18,361582;4699500;10,88693
2010-06-03;18,363935;18,500471;18,234463;18,387476;3016500;10,902282
2010-06-04;18,027308;18,027308;17,431732;17,521187;4010900;10,73907
2010-06-07;17,582392;17,641243;17,231638;17,245762;4215200;10,570258
2010-06-08;17,248117;17,417608;16,984463;17,396421;4303200;10,662601
2010-06-09;17,497646;17,862524;17,497646;17,575329;4499900;10,772254
2010-06-10;17,930792;18,274483;17,838984;18,250942;2915800;11,186355
2010-06-11;18,121469;18,42985;18,100283;18,307438;4124300;11,220978
2010-06-14;18,427496;18,613464;18,319208;18,382769;3036400;11,267153
2010-06-15;18,472221;18,867702;18,375706;18,839455;3444700;11,547062
2010-06-16;18,768833;18,832392;18,505178;18,655838;4666000;11,434519
2010-06-17;18,702919;18,733522;18,361582;18,502825;5971400;11,340734
2010-06-18;18,533428;18,764124;18,45339;18,634651;4124800;11,421531
2010-06-21;18,846516;18,87241;18,392185;18,495762;4109000;11,336409
2010-06-22;18,582863;18,731167;17,951977;17,977873;3674900;11,018982
2010-06-23;17,966103;18,029661;17,695387;17,897835;4652400;10,969928
2010-06-24;17,831921;17,838984;17,483522;17,589455;4934400;10,780914
2010-06-25;17,587099;17,756592;17,436441;17,733051;6224500;10,868927
2010-06-28;17,711864;17,919022;17,596516;17,704802;2935300;10,85161
2010-06-29;17,419962;17,429379;16,878531;17,00565;6582700;10,42309
2010-06-30;16,949152;17,109228;16,723164;16,756121;5318000;10,270148
2010-07-01;16,725517;16,986816;16,445387;16,836159;4539400;10,319206
2010-07-02;16,857346;16,970339;16,54661;16,624294;3172800;10,189348
2010-07-06;16,784369;16,91855;16,299435;16,457157;3489300;10,086905
2010-07-07;16,468927;17,111582;16,4242;17,078625;3973500;10,467814
2010-07-08;17,158663;17,528248;17,158663;17,483522;4664700;10,715989
2010-07-09;17,671846;17,671846;17,382298;17,631826;3382200;10,806883
2010-07-12;17,542374;17,737759;17,401131;17,507063;3853700;10,730414
2010-07-13;17,780132;18,024954;17,671846;17,935499;2925500;10,99301
2010-07-14;17,841337;17,949623;17,641243;17,928436;4262000;10,988683
2010-07-15;17,911959;17,999058;17,63418;17,904896;4686300;10,974255
2010-07-16;17,822504;17,855461;17,109228;17,153955;4531700;10,513989
2010-07-19;17,241055;17,382298;16,972692;17,135122;2872000;10,502441
2010-07-20;16,864407;17,66243;16,845575;17,655367;3640500;10,821314
2010-07-21;17,758945;17,806026;17,36582;17,410545;4578400;10,671259
2010-07-22;18,411016;18,707626;17,919022;18,455744;6954400;11,31188
2010-07-23;18,592279;19,013653;18,592279;18,780603;7412300;11,51099
2010-07-26;18,837099;19,329096;18,745293;19,274954;5278100;11,813993
2010-07-27;19,303202;19,329096;18,721752;18,917137;4910600;11,594676
2010-07-28;18,837099;18,987759;18,580509;18,724106;3457400;11,476363
2010-07-29;18,799435;18,88418;18,38983;18,651131;3367300;11,431634
2010-07-30;18,415726;18,707626;18,316854;18,674671;4624300;11,446063
2010-08-02;18,945387;19,176083;18,91243;19,044256;3725000;11,672591
2010-08-03;18,898306;18,968927;18,677025;18,709982;2356300;11,467707
2010-08-04;18,787664;19,126648;18,771187;19,091337;2348700;11,701447
2010-08-05;18,91243;19,065443;18,771187;19,018362;2183800;11,656718
2010-08-06;18,855932;19,063089;18,717043;18,968927;3184300;11,626419
2010-08-09;19,107815;19,126648;18,905367;18,950094;2850800;11,614876
2010-08-10;18,820621;18,961864;18,58757;18,893597;3530900;11,580248
2010-08-11;18,596987;18,618174;18,199152;18,328625;3538500;11,233964
2010-08-12;18,128531;18,187382;17,947269;18,152071;3529200;11,125753
2010-08-13;18,090866;18,199152;18,001413;18,010828;2071300;11,039183
2010-08-16;17,944916;18,11676;17,714218;18,034369;1965100;11,05361
2010-08-17;18,208569;18,467514;18,090866;18,319208;1858000;11,228195
2010-08-18;18,281544;18,418079;18,095575;18,281544;3948500;11,20511
2010-08-19;18,229755;18,229755;17,801319;17,876648;3777700;10,956939
2010-08-20;17,754238;17,827213;17,582392;17,782486;4062700;10,899224
2010-08-23;17,817797;18,053202;17,716572;17,725988;5448900;10,864595
2010-08-24;17,502354;17,641243;17,245762;17,532957;5033800;10,746284
2010-08-25;17,415255;17,596516;17,172787;17,587099;3255200;10,779471
2010-08-26;17,63418;17,65066;17,20339;17,229284;3498200;10,560161
2010-08-27;17,330509;17,434086;17,066854;17,391714;4244600;10,659714
2010-08-30;17,38936;17,577684;17,13983;17,13983;3318900;10,505328
2010-08-31;16,690207;16,913841;16,499529;16,612524;7998500;10,182134
2010-09-01;16,864407;17,368174;16,862053;17,243408;4792100;10,568815
2010-09-02;17,245762;17,544727;17,245762;17,483522;2960800;10,715989
2010-09-03;17,716572;17,810734;17,530603;17,791903;4195700;10,904999
2010-09-07;17,737759;17,806026;17,601225;17,615349;3245400;10,796786
2010-09-08;17,580038;17,850754;17,516478;17,676554;3809600;11,216342
2010-09-09;17,883711;17,97081;17,615349;17,671846;1908600;11,213352
2010-09-10;17,761299;17,846045;17,636536;17,775423;2139200;11,279076
2010-09-13;17,907251;18,041431;17,838984;17,940207;2417500;11,383632
2010-09-14;17,916666;18,234463;17,890772;18,170904;2762000;11,530022
2010-09-15;18,100283;18,396893;18,069679;18,370998;2708500;11,656989
2010-09-16;18,239172;18,305084;18,128531;18,26742;2579800;11,591264
2010-09-17;18,382769;18,408663;18,173258;18,239172;3412800;11,57334
2010-09-20;18,326271;18,596987;18,312147;18,578154;2557200;11,788433
2010-09-21;18,59934;18,613464;18,378059;18,46516;3595500;11,716735
2010-09-22;18,528719;18,60405;18,250942;18,347458;3266200;11,64205
2010-09-23;18,206215;18,347458;18,130884;18,199152;2424700;11,547945
2010-09-24;18,439266;18,601694;18,42985;18,601694;3382200;11,803371
2010-09-27;18,653484;18,827684;18,542843;18,754707;3124800;11,900463
2010-09-28;18,757063;19,039549;18,483992;19,001883;2621000;12,057302
2010-09-29;18,907721;19,145481;18,844162;19,032486;2857600;12,076722
2010-09-30;19,185499;19,282015;18,910076;19,072504;3266700;12,102115
2010-10-01;19,192562;19,267891;18,919491;19,025423;3242400;12,072242
2010-10-04;19,025423;19,199623;18,931261;19,023069;3723700;12,070746
2010-10-05;19,206686;19,512712;19,07486;19,444445;3869500;12,338123
2010-10-06;19,425611;19,482109;19,24435;19,376177;2554300;12,294805
2010-10-07;19,489172;19,51742;19,296139;19,413841;2648600;12,318706
2010-10-08;19,385593;19,945856;19,326742;19,851694;3025400;12,596535
2010-10-11;19,790489;20,160076;19,790489;20,065914;3422600;12,732465
2010-10-12;20,018833;20,047081;19,733992;19,978813;3537300;12,677198
2010-10-13;20,127119;20,164783;19,901131;19,924671;3251800;12,642844
2010-10-14;19,919962;20,270716;19,919962;20,230698;3767900;12,837029
2010-10-15;20,426083;20,426083;20,103579;20,237759;2997800;12,841509
2010-10-18;20,273069;20,423729;20,14595;20,379002;2858400;12,931127
2010-10-19;20,117702;20,350754;20,009417;20,153013;3654100;12,787731
2010-10-20;20,29661;20,642654;20,214218;20,588512;7570300;13,064075
2010-10-21;19,934086;21,021658;19,670433;20,054144;9696400;12,724996
2010-10-22;20,12241;20,329567;20,037664;20,244822;3925500;12,84599
2010-10-25;20,381355;20,381355;20,044727;20,068268;3504600;12,733962
2010-10-26;19,945856;20,291903;19,887005;20,160076;4456100;12,792216
2010-10-27;19,974106;19,97646;19,206686;19,51742;7513000;12,384424
2010-10-28;19,653955;19,752825;19,399717;19,736347;5513900;12,523346
2010-10-29;19,717514;19,846987;19,550377;19,595104;4530900;12,433722
2010-11-01;19,71516;19,85405;19,453861;19,602165;2255600;12,438202
2010-11-02;19,778719;19,896421;19,613935;19,616289;2595500;12,447165
2010-11-03;19,684557;19,689266;19,284369;19,564501;3605200;12,414306
2010-11-04;19,823446;19,856403;19,602165;19,66337;4562300;12,477041
2010-11-05;19,701036;20,131826;19,701036;20,002354;2938700;12,692135
2010-11-08;19,950565;19,955273;19,717514;19,851694;3179600;12,596535
2010-11-09;19,898775;19,898775;19,475046;19,545668;3745800;12,402354
2010-11-10;19,307909;19,322035;18,801788;18,933617;9345600;12,013989
2010-11-11;18,822975;19,079567;18,775894;19,03484;5331600;12,078216
2010-11-12;18,943031;19,067797;18,644068;18,681732;3842700;11,854156
2010-11-15;18,782957;19,08663;18,714689;18,775894;3940000;11,913907
2010-11-16;18,662901;18,865349;18,411016;18,540489;4228800;11,764536
2010-11-17;18,594633;19,060734;18,592279;18,997175;3545300;12,054319
2010-11-18;19,24435;19,35499;19,166666;19,187853;2883500;12,17531
2010-11-19;19,237288;19,437382;19,023069;19,432674;3253900;12,33066
2010-11-22;19,371469;19,69162;19,289078;19,632769;3248800;12,457623
2010-11-23;19,449152;19,595104;19,319679;19,526836;3276900;12,390403
2010-11-24;19,762241;19,879944;19,672787;19,879944;2484200;12,61446
2010-11-26;19,743408;19,832863;19,670433;19,731638;980400;12,520358
2010-11-29;19,764595;20,035311;19,267891;19,616289;4632400;12,447165
2010-11-30;19,538607;19,693974;19,420904;19,510357;5674000;12,379947
2010-12-01;19,804613;19,957626;19,745762;19,771658;6062700;12,545755
2010-12-02;19,879944;20,207157;19,778719;20,101225;5537600;12,754871
2010-12-03;20,032957;20,094162;19,717514;20;4030500;12,690643
2010-12-06;19,964689;20,197741;19,839924;20,131826;3297700;12,774288
2010-12-07;20,289549;20,45904;20,15066;20,160076;5496000;12,792216
2010-12-08;20,056498;20,098869;19,83757;20,098869;3000300;13,164771
2010-12-09;20,221281;20,223635;20,070621;20,148306;2828700;13,197154
2010-12-10;20,115349;20,28484;20,077684;20,254238;3481600;13,266541
2010-12-13;20,381355;20,715631;20,350754;20,588512;5015600;13,485496
2010-12-14;20,506121;20,727402;20,473164;20,621469;3713600;13,507078
2010-12-15;20,569679;20,826271;20,524954;20,621469;4231400;13,507078
2010-12-16;20,710922;20,805084;20,58145;20,753296;3228900;13,593423
2010-12-17;20,795668;21,068739;20,762712;21,000471;5139600;13,755327
2010-12-20;21,066383;21,068739;20,793314;21,026365;3077200;13,772286
2010-12-21;21,059322;21,125235;20,882769;20,9016;4807400;13,690564
2010-12-22;20,868645;20,868645;20,310734;20,444916;11596100;13,391443
2010-12-23;20,468456;20,579096;20,3484;20,454332;4177900;13,397601
2010-12-27;20,435499;20,48258;20,266008;20,386065;4756000;13,352891
2010-12-28;20,468456;20,501413;20,315443;20,444916;2468900;13,391443
2010-12-29;20,491997;20,623823;20,461393;20,508474;1967200;13,433067
2010-12-30;20,442562;20,515537;20,400188;20,447269;1532200;13,392979
2010-12-31;20,454332;20,489643;20,244822;20,287193;1860100;13,288127
2011-01-03;20,393126;20,426083;20,190678;20,329567;5826900;13,315883
2011-01-04;20,374294;20,430792;19,936441;20,02354;5828200;13,115437
2011-01-05;20,037664;20,153013;19,861111;20,042374;4505400;13,127769
2011-01-06;20,032957;20,070621;19,550377;19,67985;7301800;12,89032
2011-01-07;19,500942;19,625706;19,164312;19,329096;11347600;12,660569
2011-01-10;19,303202;19,595104;19,246704;19,467985;5014300;12,751548
2011-01-11;19,580978;19,580978;19,314972;19,482109;4584800;12,760798
2011-01-12;19,635122;19,661016;19,472692;19,545668;2690600;12,802427
2011-01-13;19,538607;19,602165;19,307909;19,385593;5589000;12,697579
2011-01-14;19,392654;19,762241;19,307909;19,762241;4758600;12,944283
2011-01-18;19,778719;19,802259;19,364407;19,486816;3991800;12,763882
2011-01-19;19,54096;19,552731;19,253767;19,552731;5522800;12,807054
2011-01-20;19,515066;19,759888;19,453861;19,67985;5436100;12,89032
2011-01-21;19,736347;19,736347;19,282015;19,317326;5507100;12,652862
2011-01-24;19,279661;19,522127;19,253767;19,430321;4101800;12,726871
2011-01-25;19,347929;19,36676;18,926554;19,147835;8865500;12,541844
2011-01-26;19,260828;19,562147;19,103107;19,463276;6886000;12,74846
2011-01-27;19,548023;19,548023;19,293785;19,453861;4073400;12,742295
2011-01-28;19,444445;19,482109;19,121941;19,173729;5374500;12,558807
2011-01-31;19,204332;19,498587;19,081921;19,472692;3730100;12,754628
2011-02-01;19,564501;19,828154;19,486816;19,802259;5382600;12,970492
2011-02-02;19,743408;19,844633;19,599812;19,731638;3868200;12,92424
2011-02-03;19,748117;20,009417;19,743408;19,875235;4207600;13,018291
2011-02-04;19,938795;20,64501;19,802259;20,463747;7744900;13,40377
2011-02-07;20,435499;20,522598;20,322504;20,36017;4694800;13,335926
2011-02-08;20,447269;20,621469;20,3484;20,576742;3279400;13,477785
2011-02-09;20,579096;21,12759;20,579096;20,743879;6092900;13,587259
2011-02-10;20,670904;20,772127;20,47081;20,607346;4790400;13,497828
2011-02-11;20,609699;20,609699;20,350754;20,510828;4612400;13,434608
2011-02-14;20,451977;20,489643;20,261299;20,461393;3479500;13,402229
2011-02-15;20,355461;20,466103;20,200094;20,428436;2823200;13,38064
2011-02-16;20,473164;20,579096;20,153013;20,393126;4649000;13,357514
2011-02-17;20,310734;20,715631;20,15066;20,623823;4961600;13,50862
2011-02-18;20,630884;21,186441;20,630884;21,13936;10250400;13,846299
2011-02-22;22,083334;23,596987;22,083334;22,721281;22304900;14,882459
2011-02-23;22,725988;22,80838;22,304613;22,394068;8658200;14,668134
2011-02-24;22,382298;22,6742;22,316383;22,598869;6627700;14,802276
2011-02-25;22,563559;22,834274;22,459982;22,594162;4543200;14,799195
2011-02-28;22,441149;22,568268;22,351694;22,521187;5480700;14,751392
2011-03-01;22,638889;22,664783;22,083334;22,17514;5954800;14,524734
2011-03-02;22,17985;22,318739;21,979755;22,137476;3476900;14,500065
2011-03-03;22,304613;22,605932;22,226931;22,521187;2786600;14,751392
2011-03-04;22,589455;22,709511;22,379944;22,525894;4713500;14,754482
2011-03-07;22,502354;22,846045;22,384651;22,775423;6642500;14,917918
2011-03-08;22,721281;22,949623;22,63418;22,761299;5200800;14,908672
2011-03-09;22,681261;23,088512;22,563559;22,987288;5115800;15,4853
2011-03-10;22,758945;23,262712;22,63418;22,817797;4881800;15,371125
2011-03-11;22,66243;23,187382;22,575329;23,109699;3299400;15,567769
2011-03-14;23,003767;23,064972;22,627119;22,730698;3536800;15,312448
2011-03-15;22,19162;22,754238;22,080978;22,580038;4294300;15,210958
2011-03-16;22,542374;22,770716;22,16337;22,252825;3940000;14,99053
2011-03-17;22,483522;22,572975;22,17985;22,259888;2962100;14,995288
2011-03-18;22,471752;22,47646;21,704332;21,892654;6259000;14,747905
2011-03-21;22,062147;22,245762;21,996233;22,111582;3194400;14,895386
2011-03-22;22,095104;22,20339;22,00565;22,080978;2231000;14,87477
2011-03-23;22,033897;22,243408;21,746704;22,205744;3335500;14,958817
2011-03-24;22,332863;22,5;22,095104;22,401131;2842700;15,090434
2011-03-25;22,37759;22,596516;22,262241;22,462336;2904700;15,13167
2011-03-28;22,471752;22,702448;22,281073;22,299906;2968500;15,022251
2011-03-29;22,285782;22,770716;22,233992;22,688324;3190200;15,283906
2011-03-30;22,754238;23,38983;22,737759;23,345104;5328600;15,726345
2011-03-31;23,243879;23,26742;22,879002;23,194445;5135400;15,624851
2011-04-01;23,041431;23,535782;23,013184;23,281544;4897500;15,683521
2011-04-04;23,363935;23,422787;23,152071;23,217985;2676600;15,640709
2011-04-05;23,27919;23,472221;23,083805;23,319208;2774300;15,708905
2011-04-06;23,392185;23,422787;23,060265;23,13324;2578900;15,583625
2011-04-07;23,199152;23,305084;22,949623;23,177965;2374200;15,613754
2011-04-08;23,305084;23,312147;22,754238;22,897835;2459100;15,425041
2011-04-11;22,940207;23,514595;22,937853;23,373352;3791300;15,745376
2011-04-12;23,213276;23,538136;23,170904;23,387476;4772600;15,754884
2011-04-13;23,411016;23,592279;23,321564;23,547552;3222500;15,862722
2011-04-14;23,455744;23,827684;23,38983;23,59934;4530900;15,897607
2011-04-15;23,606403;23,931261;23,592279;23,764124;4320200;16,008619
2011-04-18;23,509888;23,509888;23,177965;23,338041;4268800;15,721588
2011-04-19;23,420433;23,754707;23,363935;23,714689;3822700;15,975316
2011-04-20;24,001883;24,741055;23,990112;24,380884;5592900;16,424093
2011-04-21;24,399717;24,472692;24,171375;24,364407;2875800;16,412989
2011-04-25;24,531544;24,98823;24,413841;24,460922;4793000;16,47801
2011-04-26;24,345575;24,733992;24,345575;24,719868;3990500;16,652451
2011-04-27;24,722221;25,364878;24,717514;25,30838;4785300;17,048899
2011-04-28;25,32486;25,628531;25,084745;25,579096;6206700;17,231264
2011-04-29;24,477402;24,538607;23,589924;23,672316;11249900;15,946765
2011-05-02;24,027779;24,027779;23,476931;23,545198;5095000;15,861131
2011-05-03;23,479284;23,766478;23,13324;23,293314;5406400;15,691459
2011-05-04;23,25565;23,446327;23,001413;23,286253;4377100;15,6867
2011-05-05;23,206215;23,771187;23,055555;23,667608;6127300;15,9436
2011-05-06;23,76177;23,881826;23,434557;23,476931;4287000;15,815147
2011-05-09;23,540489;23,695856;23,467514;23,516949;2737400;15,842109
2011-05-10;23,516949;23,742937;23,491055;23,658192;2271800;15,93726
2011-05-11;23,695856;23,721752;23,375706;23,514595;2521600;15,840515
2011-05-12;23,549906;24,129002;23,403955;24,093691;3984600;16,230623
2011-05-13;24,077213;24,143126;23,717043;23,780603;2287900;16,019716
2011-05-16;23,740583;23,88418;23,669962;23,695856;2033900;15,962625
2011-05-17;23,648775;23,799435;23,392185;23,594633;2408100;15,894433
2011-05-18;23,691149;23,926554;23,512241;23,917137;1595100;16,111692
2011-05-19;23,921846;24,088984;23,787664;24,056026;2138400;16,205257
2011-05-20;23,855932;23,917137;22,780132;22,937853;7616200;15,451997
2011-05-23;22,740112;23,079096;22,690678;22,954332;3827000;15,4631
2011-05-24;22,999058;23,159134;22,886065;22,966103;2402200;15,471029
2011-05-25;22,382298;22,598869;22,201036;22,490583;4873300;15,1507
2011-05-26;22,575329;23,137947;22,483522;23,067326;3670200;15,539221
2011-05-27;23,123823;23,323917;23,09322;23,262712;2745400;15,670843
2011-05-31;23,472221;23,528719;23,293314;23,462807;3843500;15,805634
2011-06-01;23,479284;23,648775;22,853107;22,883711;3649800;15,415531
2011-06-02;22,78484;22,99435;22,5;22,568268;2308700;15,203031
2011-06-03;22,372881;22,763653;22,31403;22,36582;2372900;15,06665
2011-06-06;22,292843;22,424671;22,085688;22,104519;2694500;14,890628
2011-06-07;22,201036;22,394068;22,080978;22,099812;3950600;14,887456
2011-06-08;21,88324;21,911488;21,563089;21,603107;3999000;14,979881
2011-06-09;21,706686;22,123352;21,659605;21,939735;4888500;15,213311
2011-06-10;21,885593;22,062147;21,567797;21,61017;5079700;14,98478
2011-06-13;24,256121;24,599812;23,622881;23,778248;17883200;16,488163
2011-06-14;24,152542;24,24435;23,742937;23,961864;5469700;16,615479
2011-06-15;23,790018;23,940678;23,60405;23,73823;4965900;16,460405
2011-06-16;23,719397;23,818268;23,349812;23,766478;6243700;16,479992
2011-06-17;23,978342;24,566854;23,978342;24,199623;7020600;16,780348
2011-06-20;24,088984;24,844633;24,07015;24,696327;4652800;17,124767
2011-06-21;24,686911;25,171846;24,686911;24,844633;4426800;17,227604
2011-06-22;24,823446;24,992937;24,583334;24,604519;3131600;17,061108
2011-06-23;24,357346;24,635122;24,129002;24,592749;3292600;17,052942
2011-06-24;24,67985;24,870527;24,467985;24,750471;5682500;17,16231
2011-06-27;24,717514;25,01177;24,620998;24,726931;3279800;17,145988
2011-06-28;24,832863;25,171846;24,81403;25,167137;2781100;17,451239
2011-06-29;25,254238;25,468456;25,018833;25,334274;3132900;17,567125
2011-06-30;25,367231;25,830978;25,282486;25,555555;3483700;17,720566
2011-07-01;25,451977;26,264124;25,451977;26,22646;3372400;18,185781
2011-07-05;26,205273;26,358286;25,939266;26,153484;2444700;18,135176
2011-07-06;25,988701;26,292374;25,882769;26,181732;1974800;18,154768
2011-07-07;26,355932;26,782015;26,346516;26,737288;4124800;18,539999
2011-07-08;26,39595;26,678436;26,320621;26,676083;2742500;18,497553
2011-07-11;26,386536;26,956215;26,334745;26,741997;5431000;18,543257
2011-07-12;26,760828;27,509417;26,581921;27,085688;6359200;18,781582
2011-07-13;27,250471;27,563559;26,939735;27,071564;7853700;18,771786
2011-07-14;27,193974;27,193974;26,523069;26,800848;6572000;18,58407
2011-07-15;26,86676;26,86676;26,275894;26,330038;6789500;18,257601
