"date";"open";"high";"low";"close";"volume";"adjusted"
2010-02-25;57,07;57,32;56,48;57,240002;1054200;53,237591
2010-02-26;57,220001;57,759998;57;57,330002;917500;53,321301
2010-03-01;57,43;58,57;57,279999;58,23;1132300;54,158367
2010-03-02;58,439999;59,32;58,23;59,060001;964100;54,930336
2010-03-03;59;59,240002;58,720001;59,040001;869200;54,911713
2010-03-04;59,150002;59,150002;58,5;58,779999;1172500;54,669907
2010-03-05;58,869999;60,299999;58,790001;60,099998;1614200;55,897614
2010-03-08;60,130001;60,52;59,509998;59,549999;1025400;55,386066
2010-03-09;59,18;59,48;59,040001;59,110001;1202800;54,976833
2010-03-10;58,939999;59,07;58,5;58,860001;1256400;54,744301
2010-03-11;58,650002;58,759998;56,099998;57,029999;9028000;53,042255
2010-03-12;57,439999;59,299999;57,439999;59,240002;4746800;55,097752
2010-03-15;58,98;59,349998;58,009998;58,240002;2643900;54,167656
2010-03-16;58,450001;58,650002;57,389999;57,810001;1964500;53,767742
2010-03-17;57,84;58;57,41;57,639999;2172400;53,609619
2010-03-18;57,630001;57,790001;57,330002;57,439999;1729100;53,423603
2010-03-19;56,970001;57,580002;56,23;56,970001;2438600;52,986462
2010-03-22;57,009998;58,27;56,82;58,200001;3306600;54,130451
2010-03-23;58,27;58,610001;57,57;58,459999;1468100;54,372269
2010-03-24;58,189999;58,630001;57,959999;58,049999;993800;53,990952
2010-03-25;58,349998;58,349998;57,459999;57,48;1327800;53,460804
2010-03-26;57,700001;57,98;57,150002;57,310001;1223700;53,302692
2010-03-29;57,389999;58,68;57,34;58,610001;1474700;54,511795
2010-03-30;58,540001;59,110001;58,279999;59,029999;1754500;54,902416
2010-03-31;58,900002;59,43;58,709999;59,200001;1962400;55,060528
2010-04-01;59,419998;59,990002;59,330002;59,990002;1508300;55,795292
2010-04-05;60,09;60,259998;59,349998;59,5;1140700;55,339565
2010-04-06;59,27;59,66;58,799999;58,950001;1856500;54,828022
2010-04-07;58,830002;59,450001;58,5;59,080002;1993700;54,948921
2010-04-08;58,880001;59,23;58,599998;59,080002;1357900;54,948921
2010-04-09;58,990002;59,560001;58,799999;59,549999;1064300;55,386066
2010-04-12;59,549999;59,810001;59,290001;59,34;734800;55,190742
2010-04-13;59,27;60,150002;59,060001;60,09;1317800;55,888306
2010-04-14;60,02;61,119999;59,73;61,029999;2212300;56,762573
2010-04-15;61,48;62,34;60,77;61;2644200;56,734688
2010-04-16;60,849998;61,110001;59,799999;60,48;1965200;56,251034
2010-04-19;60,23;60,529999;59,66;60,369999;1178000;56,148727
2010-04-20;60,66;61,290001;60,66;61,18;1973100;56,902081
2010-04-21;61,09;61,09;59,860001;60,220001;2520700;56,009212
2010-04-22;59,290001;60,639999;58,5;60,619999;2803000;56,381241
2010-04-23;60,66;61,119999;60,310001;60,970001;2322600;56,706772
2010-04-26;62,16;62,5;61,02;61,139999;3616400;56,864891
2010-04-27;60,950001;61,68;60,630001;60,82;2433500;56,567261
2010-04-28;61,130001;61,93;60,73;61,450001;2461200;57,153206
2010-04-29;61,869999;61,970001;61,380001;61,610001;2769000;57,302021
2010-04-30;61,52;61,970001;60,5;60,91;1430300;56,65097
2010-05-03;60,959999;61,490002;60,580002;61,330002;707500;57,041603
2010-05-04;60,68;61,080002;60;60,240002;1440700;56,027817
2010-05-05;59,84;60,34;59,48;60,310001;2280700;56,092926
2010-05-06;60;61,07;57,669998;59,740002;4451000;55,562782
2010-05-07;59,419998;59,599998;57,720001;58,5;3506600;54,409473
2010-05-10;60,419998;61,439999;59,91;60,880001;1966200;56,62307
2010-05-11;60,619999;61,240002;60,060001;60,700001;1573400;56,45565
2010-05-12;60,93;61,23;60,450001;61,099998;2274600;56,82769
2010-05-13;60,970001;61,200001;60,650002;60,650002;1064800;56,409161
2010-05-14;60,349998;60,580002;59,27;59,560001;969400;55,39537
2010-05-17;59,66;60,009998;58,150002;59,040001;2442800;54,911713
2010-05-18;59,169998;59,880001;58,619999;58,700001;1159800;54,595493
2010-05-19;58,580002;58,810001;58;58,369999;1074300;54,288574
2010-05-20;57,450001;57,459999;56,07;56,07;1757200;52,149406
2010-05-21;55,279999;56,57;54,709999;55,830002;2893100;51,926174
2010-05-24;55,34;56,669998;55,32;55,610001;2332500;51,721569
2010-05-25;54,66;54,880001;53,580002;54,849998;2373400;51,014702
2010-05-26;55,18;55,369999;54,119999;54,23;2795800;50,438057
2010-05-27;54,919998;55,349998;54,48;55,32;1620000;51,451839
2010-05-28;55,25;56,450001;55,09;55,93;2924700;52,019188
2010-06-01;55,360001;55,360001;54,099998;54,169998;3228700;50,382248
2010-06-02;54,169998;55,099998;53,889999;55,099998;1651500;51,247219
2010-06-03;55,59;55,669998;54,799999;55,23;2113800;51,368122
2010-06-04;54,32;54,689999;53,009998;53,18;2565800;49,461475
2010-06-07;53,439999;53,59;52,630001;52,66;1539800;48,977833
2010-06-08;52,75;53,25;52,259998;52,990002;2215800;49,284763
2010-06-09;53,279999;54,169998;53;53,220001;2569600;49,498672
2010-06-10;53,849998;54,23;53,630001;54,060001;1952200;50,279953
2010-06-11;53,400002;54,23;53,27;54,009998;1625100;50,23344
2010-06-14;54,029999;54,580002;53,580002;53,66;1831900;49,907898
2010-06-15;53,880001;54,560001;53,799999;54,360001;2614100;50,558968
2010-06-16;54,470001;55,349998;53,23;55,16;2250400;51,30302
2010-06-17;55,200001;55,220001;54,57;55,009998;1349600;51,163509
2010-06-18;55,07;55,290001;54,639999;55,049999;3203300;51,200714
2010-06-21;55,68;56,029999;54,77;55;2106800;51,154213
2010-06-22;55,110001;55,43;54,529999;54,580002;1735100;50,763588
2010-06-23;54,549999;54,549999;53,52;54,18;1631800;50,391571
2010-06-24;53,889999;53,889999;53,029999;53,209999;1848800;49,489376
2010-06-25;53,360001;53,450001;52,900002;53,27;1813800;49,545177
2010-06-28;53,18;54,959999;53,040001;54,57;2643400;50,754284
2010-06-29;55,169998;56,470001;54,18;54,599998;3931400;50,782185
2010-06-30;54,68;55,09;53,84;54,049999;2680900;50,270645
2010-07-01;54,07;54,07;52,73;53,880001;1939400;50,112534
2010-07-02;53,93;54,73;53,799999;54,32;1633200;50,521767
2010-07-06;54,669998;55,650002;54,610001;55,040001;2160500;51,191418
2010-07-07;55,049999;56,310001;54,52;56,220001;1831700;52,288918
2010-07-08;56,450001;56,849998;55,75;56,330002;1823900;52,391212
2010-07-09;56,080002;56,389999;55,869999;56,220001;1319700;52,288918
2010-07-12;56,09;56,200001;55,759998;56,009998;1362500;52,093605
2010-07-13;56,380001;57,57;56,380001;56,919998;2103600;52,939964
2010-07-14;56,75;57,490002;56,630001;57,490002;1575700;53,470104
2010-07-15;57,439999;58,080002;57,209999;57,919998;1648200;53,870026
2010-07-16;57,759998;57,91;55,740002;55,91;1549000;52,000584
2010-07-19;56,07;56,380001;55,599998;55,990002;955800;52,074997
2010-07-20;54,779999;55,259998;53,82;55,150002;2761600;51,293736
2010-07-21;52,790001;53,639999;52,150002;52,970001;5164800;49,266163
2010-07-22;54,77;55,299999;52,27;52,509998;5840300;48,838329
2010-07-23;52,580002;53,380001;52,32;52,939999;3374600;49,238258
2010-07-26;53,200001;53,779999;52,860001;53,32;3574800;49,59169
2010-07-27;53,619999;54,040001;53,299999;53,869999;3320800;50,103233
2010-07-28;53,700001;53,950001;53,119999;53,48;4068000;49,740505
2010-07-29;53,790001;53,790001;51,990002;52,16;3837000;48,512787
2010-07-30;51,639999;53,200001;51,5;52,990002;2600700;49,284763
2010-08-02;53,459999;54,189999;53,41;53,830002;2271900;50,066025
2010-08-03;53,790001;54,41;53,779999;54,189999;1946200;50,400856
2010-08-04;54,189999;54,950001;54,009998;54,830002;1903800;50,996109
2010-08-05;54,509998;54,650002;54,16;54,5;1846100;50,689178
2010-08-06;54,080002;54,299999;53,259998;53,98;1589100;50,205528
2010-08-09;54,389999;54,490002;53,720001;53,990002;1217100;50,21484
2010-08-10;53,610001;54,400002;53,290001;53,900002;2126700;50,131126
2010-08-11;53,209999;53,209999;51,889999;52,009998;3295600;48,37328
2010-08-12;51,450001;52,32;51,310001;52;2847400;48,363976
2010-08-13;51,720001;51,900002;51,380001;51,439999;1454800;47,84314
2010-08-16;51,130001;51,470001;50,599998;51;1349000;47,433914
2010-08-17;51,139999;51,599998;50,889999;51,209999;2049500;47,629234
2010-08-18;51,23;52,18;51,049999;51,869999;1596300;48,243076
2010-08-19;51,630001;51,630001;50,169998;50,220001;1826000;46,708443
2010-08-20;50,029999;50,549999;49,48;49,82;1779300;46,336422
2010-08-23;50,150002;50,59;49,360001;49,369999;1649200;45,917881
2010-08-24;48,849998;48,849998;46,860001;46,970001;3615200;43,685692
2010-08-25;46,380001;47,970001;46,27;47,720001;2950000;44,383251
2010-08-26;47,759998;47,849998;47,119999;47,279999;1672700;43,97403
2010-08-27;47,34;48,080002;47,119999;48,009998;1409600;44,652977
2010-08-30;47,869999;48,07;47,529999;47,529999;1272300;44,206539
2010-08-31;47,419998;47,560001;46,959999;47,169998;1934800;43,871719
2010-09-01;47,720001;48,599998;47,549999;47,700001;1870400;44,364655
2010-09-02;48,130001;48,759998;47,900002;48,549999;1426900;45,155224
2010-09-03;48,880001;49,43;48,82;49,279999;1428200;45,834187
2010-09-07;49,099998;49,450001;48,849998;49;1698900;45,573753
2010-09-08;48,709999;48,98;48,27;48,700001;2298300;45,294724
2010-09-09;49,080002;49,240002;48,709999;48,950001;1413100;45,527267
2010-09-10;48,919998;49,419998;48,599998;48,990002;1522700;45,564453
2010-09-13;49,470001;49,66;49,09;49,299999;1553900;45,852772
2010-09-14;49,119999;49,950001;48,66;49,869999;1895900;46,382931
2010-09-15;49,75;50,580002;49,490002;50,57;2064900;47,033981
2010-09-16;50,360001;50,580002;49,599998;50,57;1531200;47,033981
2010-09-17;50,73;50,98;50,349998;50,68;1981800;47,136276
2010-09-20;50,869999;51,689999;50,540001;51,599998;1428500;47,991951
2010-09-21;51,43;51,889999;51,080002;51,529999;1438700;47,926857
2010-09-22;51,450001;51,75;50,490002;50,599998;1629600;47,061871
2010-09-23;50,279999;50,790001;50,009998;50,330002;1327200;46,810757
2010-09-24;50,68;51,810001;50,669998;51,810001;1236900;48,187279
2010-09-27;51,200001;51,200001;49,990002;50,110001;3127000;46,60614
2010-09-28;50,169998;51,790001;49,5;51,689999;4273400;48,075653
2010-09-29;51,48;52,400002;51,23;52,150002;2131400;48,503494
2010-09-30;52,279999;52,740002;51,799999;52,330002;1988800;48,670902
2010-10-01;52,509998;52,810001;52,279999;52,650002;1724400;48,968544
2010-10-04;52,330002;52,669998;51,060001;51,23;1859600;47,647827
2010-10-05;51,689999;52,720001;51,619999;52,419998;1763900;48,754616
2010-10-06;52,439999;52,75;52,330002;52,75;1091100;49,061543
2010-10-07;52,869999;52,889999;51,77;52,099998;2103300;48,456989
2010-10-08;52,23;52,560001;51,580002;51,959999;2142000;48,326778
2010-10-11;51,950001;52,02;51,41;51,619999;1519400;48,010551
2010-10-12;51,470001;51,52;49,73;50,98;4731500;47,41531
2010-10-13;51,34;51,459999;49,57;50,5;4232100;46,968868
2010-10-14;50,5;50,919998;49,98;50,310001;2093900;46,79216
2010-10-15;50,700001;51,310001;50,290001;51,220001;2204000;47,638527
2010-10-18;51,299999;52,330002;51,18;52,23;1927600;48,577904
2010-10-19;51,389999;51,5;50,5;50,66;2708300;47,117687
2010-10-20;51,66;51,73;50,549999;50,68;2827900;47,136276
2010-10-21;50,950001;51,799999;50,830002;51,380001;1795800;47,787342
2010-10-22;51,34;51,470001;51,119999;51,290001;796900;47,703636
2010-10-25;51,580002;52,049999;51,52;51,560001;1271300;47,954762
2010-10-26;51,360001;52;51,150002;51,889999;1348600;48,261681
2010-10-27;51,52;52,080002;50,98;51,889999;2422200;48,261681
2010-10-28;50,259998;50,759998;47,599998;49,41;7747400;45,955093
2010-10-29;48,669998;49;47,09;47,439999;7030600;44,122829
2010-11-01;47,740002;48,279999;47,52;48,099998;3478800;44,736683
2010-11-02;48,360001;49,18;48,110001;48,990002;3107900;45,564453
2010-11-03;49;49,779999;48,740002;49,599998;3150600;46,131813
2010-11-04;50,110001;50,900002;49,950001;50,759998;4629400;47,21069
2010-11-05;50,810001;52,490002;50,810001;51,810001;4045600;48,187279
2010-11-08;51,900002;51,919998;51,380001;51,580002;2292100;47,973351
2010-11-09;51,900002;52,220001;51,529999;52,07;2635900;48,429092
2010-11-10;52,009998;52,25;51,09;51,689999;2178400;48,075653
2010-11-11;51,150002;51,380001;50,709999;51,290001;2875800;47,703636
2010-11-12;50,970001;51,220001;50,75;50,950001;2273600;47,387405
2010-11-15;51,099998;51,25;50,689999;50,700001;1857000;47,154884
2010-11-16;50,5;50,610001;50,209999;50,220001;2363600;46,708443
2010-11-17;50,119999;50,59;50;50;1706500;46,503815
2010-11-18;50,450001;51,080002;50,279999;50,59;1439500;47,052582
2010-11-19;50,5;50,880001;50,43;50,509998;1226800;46,978168
2010-11-22;50,259998;50,73;49,970001;50,220001;1799400;46,708443
2010-11-23;49,639999;50,310001;49,57;50,02;1766800;46,522434
2010-11-24;50,48;50,650002;50,220001;50,439999;1006100;46,913071
2010-11-26;50,07;50,529999;49,91;50,110001;273600;46,60614
2010-11-29;49,84;50,099998;49,650002;49,939999;1209500;46,44804
2010-11-30;49,41;49,759998;49,200001;49,259998;1921400;45,815578
2010-12-01;49,75;50,459999;49,75;50,130001;2059500;46,624748
2010-12-02;50,009998;50,349998;49,990002;50,139999;2018000;46,634041
2010-12-03;49,900002;50,380001;49,810001;50,02;1862100;46,522434
2010-12-06;49,84;50,240002;49,599998;49,919998;1331200;46,42942
2010-12-07;50,389999;50,560001;50,02;50,27;2635400;46,754948
2010-12-08;50,27;51,5;50,27;51,41;2204400;47,815243
2010-12-09;51,580002;51,91;51,299999;51,860001;1519000;48,23378
2010-12-10;52;53,209999;51,830002;53,110001;2411600;49,396374
2010-12-13;53,27;53,32;52,299999;52,360001;1712200;48,698803
2010-12-14;52,32;53,849998;52,32;53,619999;2287000;49,870716
2010-12-15;53,459999;54,5;53,360001;53,700001;2868900;49,945126
2010-12-16;53,669998;54,189999;53,119999;54,130001;1942700;50,345058
2010-12-17;53,98;54,73;53,860001;54,5;2678100;50,689178
2010-12-20;54,700001;54,700001;54,130001;54,490002;1686600;50,679893
2010-12-21;54,34;54,740002;54;54,099998;1756600;50,317146
2010-12-22;54,119999;54,970001;53,900002;54,970001;1265300;51,126328
2010-12-23;54,790001;54,990002;54,32;54,419998;888100;50,614765
2010-12-27;54,200001;54,529999;54,02;54,450001;579000;50,642677
2010-12-28;54,470001;54,540001;54,139999;54,16;770600;50,372948
2010-12-29;54,299999;54,540001;53,970001;53,970001;606400;50,196228
2010-12-30;53,919998;54,16;53,689999;53,900002;679700;50,131126
2010-12-31;53,900002;54,16;53,59;53,68;719600;49,926517
2011-01-03;54,099998;55,049999;53,84;54,970001;1893800;51,126328
2011-01-04;54,959999;55,110001;54,099998;54,240002;1800300;50,447353
2011-01-05;53,98;54,279999;53,91;54,279999;1803000;50,484566
2011-01-06;54,02;54,040001;52,16;52,599998;4292700;48,922031
2011-01-07;52,75;52,779999;52,150002;52,59;2686900;48,912727
2011-01-10;52,77;53,09;52,509998;53;2237600;49,294067
2011-01-11;53,849998;55,490002;53,810001;54,889999;3188900;51,051914
2011-01-12;55,139999;55,700001;54,799999;55,700001;2103600;51,805271
2011-01-13;55,599998;55,68;55,240002;55,439999;1129400;51,563454
2011-01-14;55,130001;55,869999;55,02;55,77;1445200;51,87038
2011-01-18;55,810001;56,34;55,580002;56,16;1568900;52,233097
2011-01-19;56,27;56,599998;55,709999;55,93;2109900;52,019188
2011-01-20;55,959999;56,34;55,57;55,84;1588500;51,935478
2011-01-21;56,310001;57,259998;55,939999;56,360001;2266800;52,419128
2011-01-24;56,240002;56,48;55,169998;55,43;1922000;51,554157
2011-01-25;55,060001;56,5;54,830002;56,380001;2634600;52,437729
2011-01-26;56,450001;56,57;54,900002;55,279999;3396900;51,414639
2011-01-27;58,009998;60,68;57,599998;59,080002;5180500;54,948921
2011-01-28;58,98;59,200001;58,43;58,580002;2587400;54,483891
2011-01-31;58,669998;59,43;58,5;59,16;2001600;55,023338
2011-02-01;59,349998;60,400002;59,32;60,209999;1676500;55,999908
2011-02-02;59,919998;60,66;59,529999;60,52;2004100;56,288242
2011-02-03;60,220001;60,619999;60,02;60,5;2279300;56,269634
2011-02-04;60,5;60,740002;59,98;60,650002;2445600;56,409161
2011-02-07;60,630001;60,68;59,939999;59,990002;2767800;55,795292
2011-02-08;60,07;60,5;59,759998;59,959999;1785600;55,767395
2011-02-09;59,799999;60,080002;58,830002;59,369999;2352000;55,218651
2011-02-10;59,029999;60,349998;59,029999;60,049999;2170200;55,851097
2011-02-11;59,73;60,759998;59,509998;60,630001;1967400;56,390549
2011-02-14;60,580002;60,970001;60,5;60,779999;658900;56,530064
2011-02-15;60,48;60,849998;60,34;60,669998;861900;56,427742
2011-02-16;60,790001;61,439999;60,619999;61,310001;1205500;57,02301
2011-02-17;60,950001;62,299999;60,799999;62,25;1846200;57,897274
2011-02-18;63,110001;65,220001;62,560001;63,73;2896100;59,273785
2011-02-22;62,700001;63,18;61,939999;62;3326600;57,664745
2011-02-23;63,200001;63,459999;61,450001;61,459999;2784600;57,162506
2011-02-24;61,560001;61,970001;60,740002;61,009998;1840400;56,743973
2011-02-25;61,34;62,330002;61,330002;62;1804000;57,664745
2011-02-28;62,130001;62,860001;61,779999;62,34;1544400;57,98098
2011-03-01;63,330002;63,330002;61,209999;61,220001;1464700;56,939285
2011-03-02;61,060001;62,27;60,599998;62,209999;1535800;57,860058
2011-03-03;62,610001;63,400002;62,470001;63,220001;1346700;58,799446
2011-03-04;63,060001;63,349998;62,380001;62,75;1106000;58,362305
2011-03-07;62,91;62,990002;61,599998;61,869999;1643600;57,543835
2011-03-08;61,98;63;61,689999;62,779999;1037400;58,390213
2011-03-09;62,700001;63,27;62,630001;63,009998;891700;58,604115
2011-03-10;62,32;62,400002;61,27;61,27;1470900;56,985794
2011-03-11;61,419998;61,900002;60,689999;61,68;914100;57,367119
2011-03-14;61,23;61,48;60,369999;61,02;1055200;56,753273
2011-03-15;59,75;60,849998;59,360001;60,669998;1692600;56,427742
2011-03-16;60,360001;60,889999;59,119999;59,41;2031700;55,255856
2011-03-17;60,23;60,389999;59,5;59,709999;1033900;55,534866
2011-03-18;60,450001;61;60,029999;60,310001;1586200;56,092926
2011-03-21;60,91;61,66;60,91;61,360001;1163400;57,069504
2011-03-22;61,349998;61,380001;60,75;60,75;1007800;56,502163
2011-03-23;60,540001;60,799999;59,709999;60,099998;1508800;55,897614
2011-03-24;60,27;60,380001;59,630001;60;1498300;55,804596
2011-03-25;60,16;61,07;60,110001;60,740002;875700;56,492855
2011-03-28;60,77;60,939999;60,509998;60,57;608300;56,334743
2011-03-29;60,68;61,049999;60,259998;60,959999;913000;56,697472
2011-03-30;61,02;61,27;60,889999;60,950001;767200;56,688168
2011-03-31;60,700001;60,919998;60,400002;60,529999;1039300;56,297539
2011-04-01;60,869999;61,720001;60,830002;61,279999;1278200;56,995094
2011-04-04;61,27;61,419998;60,540001;60,82;1116700;56,567261
2011-04-05;60,610001;60,68;60,130001;60,380001;1292700;56,15802
2011-04-06;60,639999;61,259998;60,509998;60,700001;3137700;56,45565
2011-04-07;60,549999;61,43;60,439999;60,700001;1225800;56,45565
2011-04-08;61;61,049999;59,779999;59,91;1322700;55,720882
2011-04-11;60,049999;60,610001;59,919998;60,419998;907600;56,19524
2011-04-12;59,720001;60,41;59,490002;59,66;1312200;55,488377
2011-04-13;59,77;60,150002;59,52;59,869999;1030700;55,683697
2011-04-14;59,650002;60,880001;59,509998;60,169998;1597100;55,962704
2011-04-15;60,330002;62,43;60,330002;62;2290300;57,664745
2011-04-18;61,560001;61,68;61,09;61,41;1101100;57,115993
2011-04-19;61,509998;63,32;61,400002;63,32;2112100;58,89246
2011-04-20;62,77;62,810001;61,18;61,540001;3172700;57,236908
2011-04-21;61,860001;62,369999;61,610001;62,240002;1111200;57,887966
2011-04-25;62,119999;62,43;61,400002;61,439999;759600;57,143902
2011-04-26;61,57;62,93;61,439999;62,790001;1700000;58,399498
2011-04-27;62,759998;63,32;62,189999;62,91;1572900;58,511108
2011-04-28;64,099998;66,669998;64,019997;65,760002;4135400;61,161842
2011-04-29;66,290001;66,75;65,220001;65,25;2359100;60,687496
2011-05-02;65,660004;66,669998;65,57;65,889999;1701900;61,282738
2011-05-03;65,620003;66,279999;65,449997;66,139999;1200400;61,515263
2011-05-04;66,160004;66,290001;65,519997;66,169998;1743000;61,543179
2011-05-05;65,779999;67,360001;65,709999;66,32;2281900;61,682678
2011-05-06;67,139999;68,139999;66,580002;67,5;3163400;62,780178
2011-05-09;67,370003;68,029999;67,029999;67,940002;1597800;63,189426
2011-05-10;68,150002;69,739998;68,080002;69,690002;2517100;64,817062
2011-05-11;69,279999;69,93;68,900002;69,150002;3158900;64,314804
2011-05-12;69,010002;69,75;68,779999;69,540001;2066800;64,677521
2011-05-13;69,5;69,870003;68,480003;68,889999;998400;64,072975
2011-05-16;68,739998;69;68,610001;68,879997;1177200;64,063675
2011-05-17;68,540001;68,889999;68,220001;68,800003;1380200;63,989269
2011-05-18;68,68;69,110001;68,599998;68,870003;1814500;64,054375
2011-05-19;68,980003;69;68,040001;68,279999;1848600;63,505642
2011-05-20;68,239998;68,419998;67,239998;67,699997;1402400;62,966194
2011-05-23;67,120003;67,309998;66,57;67;1394200;62,315144
2011-05-24;67,040001;67,269997;66,790001;66,970001;1489500;62,287251
2011-05-25;66,639999;67,279999;66,419998;67,169998;1955600;62,473228
2011-05-26;67,169998;68,029999;66,849998;68,029999;1391500;63,273121
2011-05-27;68,040001;68,379997;67,809998;68,18;861300;63,412617
2011-05-31;68,470001;68,639999;67,610001;67,760002;1617700;63,021988
2011-06-01;67,68;68,059998;66,529999;66,529999;1060000;61,878006
2011-06-02;66,5;66,620003;65,910004;66,330002;1641800;61,69199
2011-06-03;65,559998;65,900002;65,300003;65,82;1954700;61,217628
2011-06-06;65,739998;65,739998;65,110001;65,110001;1052700;60,557304
2011-06-07;65,339996;65,449997;64,459999;64,470001;1626300;59,962051
2011-06-08;64,279999;64,449997;63,259998;63,43;2322000;58,99477
2011-06-09;63,73;64,419998;63,509998;64,050003;1064500;59,5714
2011-06-10;63,91;64,040001;62,84;62,860001;1297600;58,464619
2011-06-13;63,049999;63,650002;62,939999;63,400002;1570800;58,966858
2011-06-14;63,93;64,239998;63,630001;63,790001;1397200;59,32959
2011-06-15;63,5;63,990002;62,599998;62,790001;1141900;58,399498
2011-06-16;62,91;63,139999;62,18;62,509998;1246500;58,139091
2011-06-17;62,619999;63,119999;61,759998;62,049999;2272200;57,71125
2011-06-20;61,860001;62,400002;61,790001;62,240002;1173000;57,887966
2011-06-21;62,75;63,689999;62,59;63,48;1542100;59,041264
2011-06-22;63,169998;63,240002;62,110001;62,150002;1940700;57,804268
2011-06-23;61,52;62,07;60,73;62,009998;1934400;57,674065
2011-06-24;61,990002;62,119999;61,419998;61,5;2604300;57,199707
2011-06-27;61,52;62,310001;61,490002;62,119999;822900;57,776367
2011-06-28;62,119999;63,02;62,02;62,860001;1148400;58,464619
2011-06-29;63,02;63,099998;62,349998;62,650002;1015600;58,269299
2011-06-30;62,650002;63,279999;62,619999;63,200001;1094600;58,780834
2011-07-01;62,970001;65,25;62,939999;65,089996;1764900;60,538689
2011-07-05;64,900002;64,970001;64,230003;64,419998;1211200;59,915527
2011-07-06;64,5;64,879997;64,160004;64,550003;2019100;60,036461
2011-07-07;64,970001;66,029999;64,550003;65,730003;1744700;61,133953
2011-07-08;65,139999;65,139999;64,220001;64,519997;2023900;60,008553
2011-07-11;63,619999;63,82;62,189999;62,77;1462400;58,380905
2011-07-12;62,77;63,950001;62,700001;63,57;1501700;59,124977
2011-07-13;63,810001;64,879997;63,619999;63,91;1465300;59,441196
2011-07-14;64,010002;64,559998;63,57;63,860001;1040700;59,394695
2011-07-15;64;64,120003;63,220001;63,68;825200;59,22728
2011-07-18;63,439999;63,5;62,400002;63,220001;840800;58,799446
2011-07-19;63,459999;63,610001;62,490002;63,509998;1628500;59,069157
2011-07-20;63,580002;64,18;62,93;63,860001;1698700;59,394695
2011-07-21;64,330002;65,239998;64,169998;64,739998;1704600;60,213154
2011-07-22;64,620003;64,629997;63,099998;63,290001;1537200;58,86454
2011-07-25;62,610001;62,669998;61,880001;62,240002;2430200;57,887966
2011-07-26;62,189999;62,209999;61,16;61,580002;1755200;57,274117
2011-07-27;60,990002;62,189999;60,450001;60,84;3011200;56,585873
2011-07-28;60,849998;61,099998;60,099998;60,240002;2578900;56,027817
2011-07-29;59,639999;60,57;59,25;60,02;1940100;55,8232
2011-08-01;60,41;60,439999;58,139999;58,540001;2525900;54,446678
2011-08-02;57,580002;58,400002;57,27;57,290001;2744500;53,284088
2011-08-03;57,32;57,73;56,610001;57,540001;2994000;53,516609
2011-08-04;56,84;58,169998;56,459999;56,5;5755700;52,549316
2011-08-05;57,23;58,16;55,650002;57,560001;4640800;53,53521
2011-08-08;55,66;56,580002;53,740002;53,900002;5633300;50,131126
