"date";"open";"high";"low";"close";"volume";"adjusted"
2010-03-12;57,919998;58,060001;57,25;58,049999;491900;54,697517
2010-03-15;58,09;58,240002;56,990002;57,25;1081700;53,943741
2010-03-16;57,41;57,98;57,310001;57,91;445200;54,565617
2010-03-17;57,950001;58,459999;57,91;58,34;462900;54,970779
2010-03-18;58,23;58,419998;57,639999;57,799999;463800;54,461971
2010-03-19;57,259998;58,220001;57,119999;57,259998;1176200;53,953152
2010-03-22;57,099998;57,849998;56,959999;57,490002;459200;54,169872
2010-03-23;57,5;57,990002;57,299999;57,919998;329200;54,575035
2010-03-24;57,830002;58,060001;57,200001;57,299999;340200;53,990849
2010-03-25;57,59;57,639999;56,75;56,849998;316500;53,566833
2010-03-26;56,939999;57,459999;56,66;56,869999;321200;53,585667
2010-03-29;57,009998;57,09;56,299999;56,959999;578400;53,670479
2010-03-30;57,040001;58,259998;56,869999;57,75;775500;54,414856
2010-03-31;57,48;58,25;57,48;57,84;520100;54,499653
2010-04-01;58,040001;58,599998;58,040001;58,599998;514800;55,215771
2010-04-05;58,869999;59,290001;58,689999;58,970001;373900;55,564388
2010-04-06;58,66;59,52;58,400002;59,470001;545500;56,035519
2010-04-07;59,150002;59,849998;58,900002;59,52;672400;56,172371
2010-04-08;59,470001;60,23;59,209999;60,049999;653300;56,672558
2010-04-09;60,099998;60,470001;59,830002;60,380001;399000;56,984005
2010-04-12;60,52;60,98;60,400002;60,869999;469900;57,446438
2010-04-13;60,689999;61,040001;60,360001;60,970001;429000;57,540813
2010-04-14;61,130001;61,419998;60,689999;61,41;543600;57,956074
2010-04-15;61,150002;61,709999;60,98;61,68;450700;58,210876
2010-04-16;61,240002;61,5;60,360001;60,799999;488600;57,380375
2010-04-19;60,68;60,880001;59,959999;60,650002;394100;57,238815
2010-04-20;61,049999;61,419998;60,849998;61,290001;336100;57,842823
2010-04-21;61,209999;61,610001;60,959999;61,490002;339500;58,031567
2010-04-22;61,18;62,630001;60,799999;62,459999;512700;58,946999
2010-04-23;62,169998;63,950001;61,880001;63,91;705700;60,315453
2010-04-26;63,16;63,5;60,709999;61,029999;1325000;57,59745
2010-04-27;61,040001;62,709999;60,860001;61,02;854900;57,588009
2010-04-28;61,259998;61,459999;60,330002;60,560001;681500;57,153873
2010-04-29;60,880001;62,599998;60,880001;62,41;882100;58,899811
2010-04-30;62,48;62,84;60,919998;61,02;688500;57,588009
2010-05-03;61,150002;62,380001;61,150002;62,349998;364500;58,843197
2010-05-04;61,48;61,48;60,119999;60,529999;523200;57,125565
2010-05-05;60,060001;60,32;59,529999;59,98;737800;56,606491
2010-05-06;59,810001;60,560001;55,080002;57,98;1012800;54,718987
2010-05-07;57,720001;59;56,709999;57,48;1310500;54,247093
2010-05-10;59,900002;61,299999;59,220001;61,080002;735400;57,644623
2010-05-11;60,369999;61,299999;60,189999;60,650002;608800;57,238815
2010-05-12;60,790001;61,990002;60,790001;61,939999;490500;58,456264
2010-05-13;61,68;62,25;61,43;61,580002;287200;58,116493
2010-05-14;61,259998;61,330002;59,639999;60,299999;461200;56,908493
2010-05-17;60,450001;61,369999;59,849998;60,75;866100;57,333183
2010-05-18;61,299999;61,68;60,099998;60,16;627900;56,776363
2010-05-19;59,84;60,490002;57,98;59,119999;890200;55,794868
2010-05-20;57,59;58,23;56,799999;56,849998;845000;53,652542
2010-05-21;56,919998;58,290001;56,049999;58,040001;913200;54,775604
2010-05-24;57,970001;58,080002;57,259998;57,290001;696800;54,067787
2010-05-25;55,810001;56,740002;54,91;56,740002;838500;53,548725
2010-05-26;56,869999;57,91;56,720001;56,900002;665100;53,699734
2010-05-27;57,91;58,869999;57,740002;58,869999;510500;55,558933
2010-05-28;58,75;58,889999;57,509998;58,02;778500;54,756744
2010-06-01;57,380001;57,98;56,619999;56,619999;673500;53,435471
2010-06-02;56,779999;58,470001;56,41;58,419998;646600;55,134235
2010-06-03;58,41;59,27;58,41;59,189999;612700;55,860924
2010-06-04;58,09;58,450001;56,32;56,52;585300;53,341103
2010-06-07;56,639999;56,799999;55,400002;55,470001;709900;52,35017
2010-06-08;55,43;56,060001;54,880001;55,950001;569500;52,803146
2010-06-09;56,330002;57,07;55,880001;56,099998;554900;52,944729
2010-06-10;57,130001;58,130001;57,040001;58,099998;495700;54,832233
2010-06-11;57,450001;58,349998;57,41;58,279999;295200;55,002113
2010-06-14;58,529999;59,450001;58,529999;58,860001;832900;55,549488
2010-06-15;59,099998;60,52;58,970001;60,439999;432900;57,040615
2010-06-16;59,970001;60,549999;59,93;60,18;633300;56,795231
2010-06-17;60,25;60,490002;59,610001;60,419998;320000;57,02174
2010-06-18;59,82;60,860001;59,82;60,619999;475000;57,210491
2010-06-21;61,34;61,470001;60,049999;60,299999;389900;56,908493
2010-06-22;60,43;60,970001;58,970001;59,049999;411300;55,728817
2010-06-23;59,279999;59,639999;58,43;59,209999;398000;55,87981
2010-06-24;58,639999;59,240002;57,84;57,939999;364700;54,681229
2010-06-25;57,970001;58,169998;57,200001;57,970001;1051900;54,709534
2010-06-28;58,18;58,490002;57,450001;57,849998;470800;54,596291
2010-06-29;57;57,119999;55,48;55,84;665700;52,699341
2010-06-30;55,580002;56,970001;55,419998;55,959999;823800;52,812599
2010-07-01;55,900002;56,02;54,25;55,07;964700;51,972649
2010-07-02;55,23;55,439999;54,369999;54,779999;722400;51,698963
2010-07-06;55,389999;55,82;54,209999;54,790001;507900;51,708401
2010-07-07;54,720001;56,110001;54,580002;56,110001;593200;53,046135
2010-07-08;56,52;56,849998;55,990002;56,759998;536700;53,660652
2010-07-09;56,880001;57,119999;56,52;56,900002;470200;53,792999
2010-07-12;56,619999;56,900002;56,099998;56,580002;288200;53,490479
2010-07-13;57,220001;58,139999;57,060001;57,880001;342900;54,719479
2010-07-14;57,580002;58,41;57,509998;58,299999;490300;55,116539
2010-07-15;58,189999;58,610001;57,220001;58,490002;491800;55,296169
2010-07-16;58,16;58,16;56,759998;56,93;511400;53,821369
2010-07-19;57,029999;57,330002;56,470001;57,209999;208400;54,086067
2010-07-20;56,639999;58,27;56,450001;58,150002;290800;54,974747
2010-07-21;58,639999;58,93;58,029999;58,32;956300;55,135452
2010-07-22;59,169998;60,360001;59;60,119999;757500;56,837162
2010-07-23;60,080002;62,310001;59,959999;62,009998;980900;58,623974
2010-07-26;62,139999;65,169998;62,02;63,490002;1445400;60,023159
2010-07-27;64,220001;65,769997;62,689999;62,830002;1073000;59,399197
2010-07-28;62,77;62,919998;61,830002;62,119999;658000;58,727955
2010-07-29;62,700001;62,75;61,41;62,080002;498800;58,690151
2010-07-30;61,279999;62,830002;60,919998;62,5;537900;59,087204
2010-08-02;63,290001;63,509998;62,720001;63,02;539000;59,578815
2010-08-03;62,970001;63,939999;62,540001;63,5;706900;60,0326
2010-08-04;63,490002;64;63,32;63,580002;610600;60,108246
2010-08-05;63,07;63,849998;63,060001;63,43;304900;59,966431
2010-08-06;62,73;63,310001;62,209999;63,130001;269400;59,682816
2010-08-09;63,52;63,869999;63,220001;63,73;160700;60,250042
2010-08-10;63,27;63,330002;62,400002;62,860001;259900;59,427547
2010-08-11;61,75;61,75;60,220001;60,5;694000;57,196426
2010-08-12;59,490002;60,439999;59,34;60,150002;369300;56,865543
2010-08-13;59,860001;59,98;59,279999;59,419998;448800;56,175381
2010-08-16;59,029999;60,049999;58,709999;59,799999;619800;56,534645
2010-08-17;60,279999;61,25;60,029999;60,970001;524400;57,640755
2010-08-18;60,82;61,299999;60,310001;60,830002;422800;57,508408
2010-08-19;60,389999;60,619999;59,25;59,549999;449100;56,298298
2010-08-20;58,98;59,540001;58,540001;59,459999;504300;56,213211
2010-08-23;59,849998;60,419998;59,18;59,279999;357800;56,043034
2010-08-24;58,330002;58,810001;57,290001;58,459999;481600;55,267815
2010-08-25;57,990002;58,080002;56,959999;57,830002;1052300;54,672222
2010-08-26;58,23;59;57,810001;57,869999;606100;54,710022
2010-08-27;58,279999;59,419998;57,700001;59,25;533700;56,014675
2010-08-30;59,029999;59,369999;57,98;58,02;331000;54,851841
2010-08-31;57,610001;58,639999;57,5;58,080002;723800;54,908562
2010-09-01;58,900002;60,41;58,849998;60;453200;56,723721
2010-09-02;59,970001;60,860001;59,970001;60,849998;461300;57,527313
2010-09-03;61,34;61,959999;61,080002;61,959999;461700;58,576691
2010-09-07;61,57;61,599998;60,860001;61;373700;57,669113
2010-09-08;61,009998;62,459999;60,900002;62,27;703700;58,869766
2010-09-09;62,98;63,009998;62,02;62,419998;357600;59,01157
2010-09-10;62,48;62,73;62,09;62,290001;388300;58,888683
2010-09-13;62,830002;64,339996;62,790001;64,010002;808900;60,514763
2010-09-14;64;64,07;63,540001;63,709999;366600;60,231136
2010-09-15;63,48;64;63;63,880001;5e+05;60,391857
2010-09-16;63,77;64,019997;63,540001;63,970001;457400;60,476952
2010-09-17;64,709999;64,709999;63,880001;64,059998;643200;60,562023
2010-09-20;64,220001;65,029999;64,190002;64,940002;496800;61,394001
2010-09-21;64,989998;65,599998;64,860001;65,300003;848800;61,734322
2010-09-22;65,160004;65,290001;63,599998;64;903300;60,505302
2010-09-23;63,349998;64,510002;63,110001;63,560001;369600;60,089317
2010-09-24;64,449997;65,540001;64,279999;65,339996;548600;61,772125
2010-09-27;65,279999;65,279999;64,5;64,57;329800;61,044167
2010-09-28;64,870003;65,690002;64,029999;65,589996;544800;62,00848
2010-09-29;65,239998;65,589996;65,139999;65,269997;513100;61,705956
2010-09-30;65,620003;66,370003;64,75;65,18;732700;61,620884
2010-10-01;65,739998;66,25;65,230003;66,010002;718500;62,405556
2010-10-04;65,879997;65,879997;64,669998;64,980003;463400;61,431793
2010-10-05;65,629997;66,769997;65,57;66,769997;716100;63,124039
2010-10-06;66,800003;67,089996;66,57;66,949997;425100;63,384411
2010-10-07;67,379997;67,419998;65,980003;66,519997;419400;62,977325
2010-10-08;66,720001;66,779999;65,940002;66,32;666600;62,787956
2010-10-11;66,370003;66,940002;66,199997;66,440002;278500;62,901558
2010-10-12;66,309998;66,510002;65,349998;66,199997;439500;62,674351
2010-10-13;66,669998;67,5;66,449997;67,330002;342000;63,744164
2010-10-14;67,269997;67,57;66,209999;66,800003;385400;63,242409
2010-10-15;67,150002;67,510002;65,449997;67,050003;452900;63,479076
2010-10-18;67,07;68,129997;66,800003;68,07;480600;64,444771
2010-10-19;67,099998;67,129997;65,919998;66,18;637700;62,655418
2010-10-20;66,449997;67,620003;66,449997;67,470001;582000;63,876713
2010-10-21;67,809998;69,199997;67,669998;69,18;745200;65,495613
2010-10-22;69,190002;69,519997;68,870003;69,5;796000;65,798607
2010-10-25;72,269997;72,910004;70,279999;70,379997;847200;66,631744
2010-10-26;70,089996;70,910004;69,5;70,43;723000;66,67907
2010-10-27;69,800003;70,089996;68,660004;69,360001;624500;65,666061
2010-10-28;69,400002;70,080002;69,080002;69,580002;329900;65,874359
2010-10-29;69,18;69,660004;68,980003;69,43;297400;65,732323
2010-11-01;69,900002;70,519997;69,260002;69,760002;258600;66,044746
2010-11-02;70,360001;70,760002;70,010002;70,43;310000;66,67907
2010-11-03;70,470001;70,639999;69,18;70,260002;502600;66,518127
2010-11-04;71;72,150002;70,379997;72,150002;1082000;68,307487
2010-11-05;72,07;72,07;71,379997;71,699997;827200;67,881424
2010-11-08;71,389999;71,599998;71,029999;71,389999;329600;67,587929
2010-11-09;71,5;71,919998;71,050003;71,379997;853800;67,578484
2010-11-10;71,360001;72,169998;70,860001;72,150002;601300;68,307487
2010-11-11;71,449997;71,730003;71,059998;71,459999;553500;67,65419
2010-11-12;70,849998;71,349998;70,410004;70,870003;314600;67,095634
2010-11-15;71,099998;71,790001;70,720001;71,419998;321600;67,616333
2010-11-16;70,93;70,93;69,190002;69,790001;686100;66,073151
2010-11-17;69,709999;70,669998;69,599998;70,089996;338200;66,357162
2010-11-18;70,889999;71,889999;70,849998;71,220001;336600;67,427002
2010-11-19;71,18;72,040001;70,82;72,040001;512900;68,203331
2010-11-22;71,57;72,25;70,949997;72,150002;384100;68,307487
2010-11-23;71,199997;71,5;70,290001;71,449997;404300;67,644737
2010-11-24;71,919998;73,489998;71,709999;73,459999;382500;69,547691
2010-11-26;72,690002;73,389999;72,290001;72,769997;129000;68,894432
2010-11-29;72,080002;72,489998;71,129997;72,220001;253100;68,373749
2010-11-30;71,410004;72,870003;71,25;72,410004;521800;68,553627
2010-12-01;73,730003;74,309998;73,300003;73,75;514000;69,822258
2010-12-02;73,43;75,089996;73,370003;74,809998;722800;70,825798
2010-12-03;74,470001;75,370003;74,360001;75,290001;550200;71,280228
2010-12-06;75,220001;76,239998;74,940002;75,93;672100;71,886154
2010-12-07;76,800003;76,800003;76,160004;76,589996;708300;72,511002
2010-12-08;76,599998;76,870003;76,080002;76,470001;377700;72,397415
2010-12-09;76,860001;77,019997;76,410004;76,849998;410900;72,757141
2010-12-10;77,040001;77,75;76,610001;77,709999;729600;73,57135
2010-12-13;77,809998;78;77,220001;77,330002;1088800;73,211578
2010-12-14;77,410004;78,050003;77,089996;77,370003;655000;73,249466
2010-12-15;77,139999;77,910004;76,910004;77,190002;720300;73,079063
2010-12-16;77,400002;78,43;76,809998;78,43;415900;74,253014
2010-12-17;78,419998;78,620003;77,629997;78,099998;1383700;73,940575
2010-12-20;78,410004;78,410004;76,879997;77,129997;751000;73,022247
2010-12-21;77,489998;77,980003;77,230003;77,860001;642700;73,713348
2010-12-22;77,919998;78,300003;77,860001;77,980003;580100;73,826958
2010-12-23;77,919998;78;76,730003;76,790001;396500;72,70031
2010-12-27;76,599998;77,879997;76,5;77,690002;418100;73,552414
2010-12-28;77,709999;77,989998;77,220001;77,370003;317800;73,249466
2010-12-29;77,599998;77,599998;77,07;77,330002;275800;73,211578
2010-12-30;77,309998;77,709999;76,809998;76,849998;246000;72,757141
2010-12-31;76,760002;76,889999;76,32;76,43;307100;72,359535
2011-01-03;77,120003;78,110001;76,980003;77,059998;464700;72,955956
2011-01-04;77,400002;77,400002;75,07;75,940002;698800;71,895607
2011-01-05;75,610001;76,480003;75,489998;76,25;383600;72,293816
2011-01-06;76,239998;76,269997;75,389999;75,629997;466800;71,705986
2011-01-07;75,709999;76,019997;73,709999;74,870003;870900;70,98542
2011-01-10;73,830002;75,199997;72,370003;75,07;799100;71,175049
2011-01-11;75,360001;76,080002;75,029999;75,580002;356600;71,658585
2011-01-12;76,139999;76,190002;75,239998;75,400002;491100;71,487953
2011-01-13;75,379997;75,639999;74,919998;75,25;400500;71,345718
2011-01-14;75,139999;75,529999;74,900002;75,370003;602700;71,459473
2011-01-18;75,410004;75,989998;75,199997;75,669998;653100;71,743904
2011-01-19;75,559998;75,82;73,790001;74,050003;1197900;70,207977
2011-01-20;73,980003;74,110001;73,339996;73,559998;648200;69,743393
2011-01-21;74,239998;74,830002;73,809998;73,919998;447400;70,084732
2011-01-24;73,860001;74,849998;73,669998;74,760002;445400;70,881134
2011-01-25;74,470001;75;73,879997;74,93;504600;71,042313
2011-01-26;75,110001;76,209999;75,010002;75,989998;803900;72,04734
2011-01-27;75,919998;76,900002;75,739998;76,660004;548800;72,682564
2011-01-28;76,669998;77,339996;74,849998;75,690002;769600;71,762901
2011-01-31;78,120003;79,900002;77,260002;77,690002;1346200;73,659119
2011-02-01;78,339996;79,019997;77,419998;78,910004;680400;74,815819
2011-02-02;78,669998;79,32;78,519997;79,089996;538100;74,986481
2011-02-03;79,07;79,300003;78,5;79,110001;481900;75,005432
2011-02-04;79;80,230003;79;79,980003;443500;75,830292
2011-02-07;80,050003;80,830002;80,010002;80,699997;504700;76,512955
2011-02-08;80,830002;82,110001;80,800003;82,110001;754500;77,849792
2011-02-09;81,709999;82,300003;81,449997;82,160004;500600;77,897186
2011-02-10;81,550003;83,169998;81,550003;83,089996;492900;78,778931
2011-02-11;82,610001;84,18;82,410004;83,739998;697900;79,395233
2011-02-14;83,82;84,860001;83,599998;84,779999;685200;80,381264
2011-02-15;84,290001;84,75;83,919998;84,470001;608800;80,087341
2011-02-16;84,730003;85,209999;84,370003;85,019997;614200;80,608788
2011-02-17;84,800003;84,919998;84,449997;84,589996;592600;80,201118
2011-02-18;84,769997;85,360001;84,5;85,290001;557900;80,864792
2011-02-22;84,199997;84,730003;83,150002;83,489998;749700;79,15818
2011-02-23;83,580002;83,879997;82,339996;82,940002;945300;78,636734
2011-02-24;83,139999;83,279999;81,790001;82,230003;668300;77,963562
2011-02-25;82,690002;83,449997;82,339996;83,209999;530200;78,892708
2011-02-28;83,669998;84,32;83,400002;84,129997;548600;79,764984
2011-03-01;84,730003;85;83,059998;83,230003;713700;78,91169
2011-03-02;83,099998;84,980003;83,019997;84,709999;586100;80,314873
2011-03-03;85,190002;87,68;85,190002;87,489998;692800;82,950668
2011-03-04;87,230003;87,410004;85,589996;85,949997;945200;81,490555
2011-03-07;86,43;86,510002;83,910004;84,870003;838100;80,466606
2011-03-08;84,919998;86,050003;84,379997;85,860001;508000;81,40522
2011-03-09;85,739998;86,519997;84,860001;86,330002;586200;81,85083
2011-03-10;85,160004;85,419998;84,019997;84,360001;407000;79,983025
2011-03-11;83,519997;84,800003;83,059998;84,470001;587700;80,087341
2011-03-14;83,860001;84,349998;82,75;83,620003;465400;79,281441
2011-03-15;80,470001;83,489998;80,470001;82,959999;660700;78,655678
2011-03-16;82,830002;83,419998;81,209999;81,879997;512600;77,631699
2011-03-17;83,309998;83,550003;82,029999;82,5;526900;78,219551
2011-03-18;84,019997;84,190002;83,449997;84,150002;979600;79,783936
2011-03-21;85,139999;86,160004;85,139999;85,800003;716000;81,348335
2011-03-22;85,870003;86;84,849998;85,330002;460900;80,902733
2011-03-23;85,209999;85,599998;83,709999;84,739998;388100;80,343307
2011-03-24;85,209999;85,449997;84,330002;85,07;328900;80,656204
2011-03-25;85,309998;85,989998;84,900002;85,860001;644900;81,40522
2011-03-28;85,940002;86,129997;85,089996;85,169998;264200;80,751022
2011-03-29;84,739998;85,769997;84,019997;85,769997;433200;81,319901
2011-03-30;86,080002;86,220001;85,57;85,730003;745400;81,28196
2011-03-31;85,730003;86,610001;85,709999;86,459999;820900;81,974098
2011-04-01;86,690002;88,470001;86,449997;88,330002;683100;83,74707
2011-04-04;88,309998;88,760002;88,059998;88,449997;619300;83,86084
2011-04-05;88,650002;88,650002;87,480003;87,599998;605800;83,054947
2011-04-06;88,089996;88,089996;86,449997;86,989998;313800;82,580292
2011-04-07;86,809998;87,349998;86,029999;86,239998;448300;81,868309
2011-04-08;86,669998;86,849998;84,790001;85,440002;347300;81,108856
2011-04-11;85,519997;85,82;84,709999;85,199997;377700;80,881012
2011-04-12;84,809998;85,110001;83,989998;84,599998;399200;80,311432
2011-04-13;85,18;85,419998;84,279999;84,769997;398100;80,472801
2011-04-14;84,150002;84,739998;83,510002;84,529999;298000;80,244965
2011-04-15;84,809998;85,580002;84,129997;84,849998;911500;80,548775
2011-04-18;83,860001;83,919998;82,449997;83,339996;661100;79,115295
2011-04-19;83,419998;84,07;83,190002;83,800003;616000;79,552025
2011-04-20;85,080002;85,93;84,889999;85,800003;624700;81,450615
2011-04-21;86,199997;86,519997;85,540001;86,370003;770900;81,991722
2011-04-25;86,360001;86,629997;85,75;86,139999;429500;81,773376
2011-04-26;88,25;88,559998;86,400002;87,199997;994000;82,77964
2011-04-27;86,489998;86,709999;85,650002;86,400002;821800;82,020195
2011-04-28;86,400002;87,139999;86,110001;86,5;613400;82,115097
2011-04-29;86,650002;87,150002;86,419998;86,489998;615000;82,105629
2011-05-02;86,919998;87,279999;86,099998;86,18;491000;81,811356
2011-05-03;86,010002;86,349998;85,07;85,519997;428900;81,184799
2011-05-04;85,550003;86;83,739998;83,82;1071300;79,570976
2011-05-05;83,480003;85,040001;82,989998;83,980003;651200;79,722862
2011-05-06;84,949997;85,739998;83,199997;83,75;563000;79,504524
2011-05-09;83,739998;84,139999;83,309998;83,860001;547100;79,608978
2011-05-10;84,25;84,889999;84,019997;84,860001;400800;80,558258
2011-05-11;84,849998;84,970001;82,970001;83,540001;339300;79,305176
2011-05-12;83,330002;84,32;82,279999;84;322000;79,741859
2011-05-13;83,849998;84,379997;82,589996;82,669998;297600;78,479256
2011-05-16;82,269997;83,25;82;82,980003;622700;78,773552
2011-05-17;82,699997;83,059998;81,860001;82,150002;458900;77,985641
2011-05-18;82,389999;83,400002;82,129997;82,989998;726600;78,783051
2011-05-19;83,57;83,910004;83,080002;83,379997;434700;79,15329
2011-05-20;83,5;83,68;82,730003;83,379997;559200;79,15329
2011-05-23;82,07;82,510002;81,5;82,07;320200;77,909683
2011-05-24;82,389999;82,550003;80,800003;80,940002;513400;76,836975
2011-05-25;80,339996;82,459999;79,790001;82,089996;588700;77,928703
2011-05-26;81,739998;82,550003;81,489998;82,370003;307300;78,194489
2011-05-27;82,779999;83,169998;82,480003;82,989998;251000;78,783051
2011-05-31;83,959999;83,959999;82,129997;83,470001;488500;79,238716
2011-06-01;83,099998;83,550003;80,150002;80,169998;505200;76,10601
2011-06-02;80,199997;81,389999;80,110001;81,230003;387500;77,112274
2011-06-03;80,080002;80,900002;79,599998;79,68;512700;75,640823
2011-06-06;79,389999;80,440002;78,769997;78,900002;374000;74,900383
2011-06-07;79,269997;80,279999;78,660004;79,889999;1046100;75,84021
2011-06-08;79,769997;80,220001;79,199997;79,589996;595000;75,555397
2011-06-09;79,879997;80,169998;79,379997;79,459999;561800;75,431984
2011-06-10;79,129997;79,559998;78,449997;78,599998;617700;74,615585
2011-06-13;78,910004;79,089996;77,849998;78,300003;371800;74,330803
2011-06-14;79,150002;80,330002;79,07;79,860001;705200;75,811768
2011-06-15;78,93;79,550003;78,260002;78,480003;437900;74,501694
2011-06-16;78,650002;79,699997;77,849998;78,879997;438500;74,881416
2011-06-17;79,669998;80,540001;79,550003;80,019997;1046400;75,963608
2011-06-20;79,610001;80,669998;79,610001;80,419998;398400;76,343346
2011-06-21;81,050003;82,290001;80,580002;82,199997;633700;78,033096
2011-06-22;81,779999;82,400002;81,519997;81,919998;444400;77,767296
2011-06-23;80,809998;82,129997;80,160004;81,529999;641100;77,397072
2011-06-24;81,580002;81,790001;80,599998;81,040001;654300;76,931915
2011-06-27;80,639999;81,209999;80,190002;80,879997;408200;76,779984
2011-06-28;81,300003;82,309998;80,860001;82,309998;397200;78,137535
2011-06-29;82,620003;83,230003;82,050003;82,730003;308800;78,536247
2011-06-30;83,059998;83,800003;82,849998;83,300003;579400;79,07737
2011-07-01;83,470001;83,980003;82,919998;83,75;1496000;79,504524
2011-07-05;83,720001;83,970001;83,18;83,580002;761900;79,34314
2011-07-06;83,419998;84,260002;83;84,099998;483400;79,942009
2011-07-07;84,900002;85,139999;84,440002;84,800003;446800;80,607414
2011-07-08;83,830002;83,839996;82,879997;83,669998;340300;79,533279
2011-07-11;82,580002;82,849998;81,730003;82,129997;344500;78,069389
2011-07-12;81,940002;82;81,150002;81,550003;500900;77,518059
2011-07-13;81,919998;82,730003;81,449997;82,099998;400100;78,040901
2011-07-14;82,230003;83,019997;80,82;81,059998;349200;77,052315
2011-07-15;81,5;82,209999;80,870003;82,169998;533400;78,107422
2011-07-18;81,800003;81,839996;80,459999;81,019997;268300;77,014282
2011-07-19;81,459999;82,120003;81,389999;82,099998;577300;78,040901
2011-07-20;82,330002;83;81,940002;82,699997;377200;78,611221
2011-07-21;83,139999;84,169998;82,459999;83,919998;471800;79,770912
2011-07-22;83,940002;84,5;83,349998;84,459999;482700;80,284218
2011-07-25;86,080002;87,959999;85,910004;87,129997;1281100;82,822197
2011-07-26;87,010002;87,410004;85,870003;86,199997;523400;81,938164
2011-07-27;85,589996;85,650002;83,010002;83,230003;613600;79,115013
2011-07-28;83,239998;83,620003;81,93;82,32;777000;78,250015
2011-07-29;81,330002;82,260002;80,769997;81,629997;571900;77,594116
2011-08-01;82,43;82,650002;79,290001;80,279999;629300;76,310867
2011-08-02;79,669998;80,360001;77,690002;77,75;1190700;73,905968
2011-08-03;77,779999;79,360001;76,260002;79,129997;1174400;75,217743
2011-08-04;78,120003;78,190002;74,57;74,620003;981100;70,93071
2011-08-05;75,470001;76,290001;71,93;73,230003;1174800;69,609413
2011-08-08;71,480003;72,139999;67,709999;67,739998;889200;64,390846
2011-08-09;69,029999;71,440002;66,489998;71,199997;1087700;67,679771
2011-08-10;69,739998;70,68;67,470001;67,610001;1094000;64,267288
2011-08-11;68,059998;72,529999;67,870003;71,580002;645200;68,041008
2011-08-12;72,050003;72,809998;70,93;72,629997;546900;69,039101
2011-08-15;73,089996;73,959999;72,730003;73,550003;449800;69,913597
